	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Total number correct	Total number incorrect	Youden Index
utahontario1_KEGG_PROTEIN_DIGESTION_AND_ABSORPTION_weka_svm_weights_r_svm_rbf_Training_Data	0.5417797888386124	0.6774193548387096	0.3145161290322581	-0.008064516129032251	50	0.32258064516129037	9.0	4.0	5.0	115.0	80.0	35.0	39.0	4.0	35.0	85.0	80.0	5.0	0.07258064516129033	0.4444444444444444	0.5555555555555556	0.9274193548387096	0.6956521739130435	0.30434782608695654	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9411764705882353	0.058823529411764705	84	40	0.043740573152337925
utahontario1_KEGG_PROTEIN_EXPORT_weka_svm_weights_r_svm_rbf	0.6254180602006689	0.6388888888888888	0.36111111111111116	0.0	23	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_PROTEIN_EXPORT_weka_svm_weights_r_svm_rbf_Training_Data	0.5435897435897437	0.6774193548387096	0.3145161290322581	-0.008064516129032251	23	0.32258064516129037	3.0	1.0	2.0	121.0	83.0	38.0	39.0	1.0	38.0	85.0	83.0	2.0	0.024193548387096774	0.3333333333333333	0.6666666666666666	0.9758064516129032	0.6859504132231405	0.3140495867768595	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9764705882352941	0.023529411764705882	84	40	0.002111613876319751
utahontario1_KEGG_PROTEIN_PROCESSING_IN_ENDOPLASMIC_RETICULUM_weka_svm_weights_r_svm_rbf	0.705685618729097	0.6388888888888888	0.36111111111111116	0.0	150	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_PROTEIN_PROCESSING_IN_ENDOPLASMIC_RETICULUM_weka_svm_weights_r_svm_rbf_Training_Data	0.6923076923076923	0.7096774193548387	0.3145161290322581	0.024193548387096864	125	0.29032258064516125	11.0	7.0	4.0	113.0	81.0	32.0	39.0	7.0	32.0	85.0	81.0	4.0	0.08870967741935484	0.6363636363636364	0.36363636363636365	0.9112903225806451	0.7168141592920354	0.2831858407079646	0.31451612903225806	0.1794871794871795	0.8205128205128205	0.6854838709677419	0.9529411764705882	0.047058823529411764	88	36	0.1324283559577677
utahontario1_KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION_weka_svm_weights_r_svm_rbf	0.6020066889632107	0.6388888888888888	0.36111111111111116	0.0	23	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION_weka_svm_weights_r_svm_rbf_Training_Data	0.5110105580693816	0.6693548387096774	0.3145161290322581	-0.016129032258064502	23	0.3306451612903226	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	83	41	-0.02352941176470591
utahontario1_KEGG_PURINE_METABOLISM_weka_svm_weights_r_svm_rbf	0.5551839464882943	0.5277777777777778	0.36111111111111116	-0.11111111111111105	100	0.4722222222222222	6.0	1.0	5.0	30.0	18.0	12.0	13.0	1.0	12.0	23.0	18.0	5.0	0.16666666666666666	0.16666666666666666	0.8333333333333334	0.8333333333333334	0.6	0.4	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.782608695652174	0.21739130434782608	19	17	-0.14046822742474907
utahontario1_KEGG_PURINE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.7420814479638009	0.7419354838709677	0.3145161290322581	0.05645161290322587	25	0.25806451612903225	21.0	14.0	7.0	103.0	78.0	25.0	39.0	14.0	25.0	85.0	78.0	7.0	0.1693548387096774	0.6666666666666666	0.3333333333333333	0.8306451612903226	0.7572815533980582	0.24271844660194175	0.31451612903225806	0.358974358974359	0.6410256410256411	0.6854838709677419	0.9176470588235294	0.08235294117647059	92	32	0.2766214177978883
utahontario1_KEGG_PYRIMIDINE_METABOLISM_weka_svm_weights_r_svm_rbf	0.6655518394648829	0.6388888888888888	0.36111111111111116	0.0	75	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_PYRIMIDINE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.702262443438914	0.6935483870967742	0.3145161290322581	0.008064516129032362	75	0.30645161290322576	9.0	5.0	4.0	115.0	81.0	34.0	39.0	5.0	34.0	85.0	81.0	4.0	0.07258064516129033	0.5555555555555556	0.4444444444444444	0.9274193548387096	0.7043478260869566	0.2956521739130435	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9529411764705882	0.047058823529411764	86	38	0.08114630467571637
utahontario1_KEGG_PYRUVATE_METABOLISM_weka_svm_weights_r_svm_rbf	0.6321070234113713	0.6666666666666666	0.36111111111111116	0.02777777777777779	25	0.33333333333333337	3.0	2.0	1.0	33.0	22.0	11.0	13.0	2.0	11.0	23.0	22.0	1.0	0.08333333333333333	0.6666666666666666	0.3333333333333333	0.9166666666666666	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9565217391304348	0.043478260869565216	24	12	0.11036789297658878
utahontario1_KEGG_PYRUVATE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.5619909502262443	0.6532258064516129	0.3145161290322581	-0.032258064516129004	25	0.3467741935483871	6.0	1.0	5.0	118.0	80.0	38.0	39.0	1.0	38.0	85.0	80.0	5.0	0.04838709677419355	0.16666666666666666	0.8333333333333334	0.9516129032258065	0.6779661016949152	0.3220338983050847	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9411764705882353	0.058823529411764705	81	43	-0.03318250377073906
utahontario1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON_weka_svm_weights_r_svm_rbf	0.6454849498327759	0.6944444444444444	0.36111111111111116	0.05555555555555558	200	0.3055555555555556	4.0	3.0	1.0	32.0	22.0	10.0	13.0	3.0	10.0	23.0	22.0	1.0	0.1111111111111111	0.75	0.25	0.8888888888888888	0.6875	0.3125	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.9565217391304348	0.043478260869565216	25	11	0.18729096989966565
utahontario1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON_weka_svm_weights_r_svm_rbf_Training_Data	0.7134238310708899	0.6612903225806451	0.3145161290322581	-0.024193548387096753	150	0.33870967741935487	15.0	6.0	9.0	109.0	76.0	33.0	39.0	6.0	33.0	85.0	76.0	9.0	0.12096774193548387	0.4	0.6	0.8790322580645161	0.6972477064220184	0.30275229357798167	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.8941176470588236	0.10588235294117647	82	42	0.04796380090497743
utahontario1_KEGG_REGULATION_OF_AUTOPHAGY_weka_svm_weights_r_svm_rbf	0.5351170568561873	0.6388888888888888	0.36111111111111116	0.0	24	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_REGULATION_OF_AUTOPHAGY_weka_svm_weights_r_svm_rbf_Training_Data	0.5399698340874812	0.6693548387096774	0.3145161290322581	-0.016129032258064502	24	0.3306451612903226	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	83	41	-0.02352941176470591
utahontario1_KEGG_RENAL_CELL_CARCINOMA_weka_svm_weights_r_svm_rbf	0.5585284280936454	0.6388888888888888	0.36111111111111116	0.0	50	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_RENAL_CELL_CARCINOMA_weka_svm_weights_r_svm_rbf_Training_Data	0.6337858220211161	0.6854838709677419	0.3145161290322581	0.0	50	0.3145161290322581	6.0	3.0	3.0	118.0	82.0	36.0	39.0	3.0	36.0	85.0	82.0	3.0	0.04838709677419355	0.5	0.5	0.9516129032258065	0.6949152542372882	0.3050847457627119	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9647058823529412	0.03529411764705882	85	39	0.041628959276018174
utahontario1_KEGG_RENIN_ANGIOTENSIN_SYSTEM_weka_svm_weights_r_svm_rbf	0.4648829431438128	0.6388888888888888	0.36111111111111116	0.0	17	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_RENIN_ANGIOTENSIN_SYSTEM_weka_svm_weights_r_svm_rbf_Training_Data	0.5110105580693816	0.6774193548387096	0.3145161290322581	-0.008064516129032251	17	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario1_KEGG_RETINOL_METABOLISM_weka_svm_weights_r_svm_rbf	0.6421404682274248	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_RETINOL_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.4782805429864253	0.6532258064516129	0.3145161290322581	-0.032258064516129004	25	0.3467741935483871	4.0	0.0	4.0	120.0	81.0	39.0	39.0	0.0	39.0	85.0	81.0	4.0	0.03225806451612903	0.0	1.0	0.967741935483871	0.675	0.325	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9529411764705882	0.047058823529411764	81	43	-0.04705882352941182
utahontario1_KEGG_RHEUMATOID_ARTHRITIS_weka_svm_weights_r_svm_rbf	0.6086956521739131	0.5555555555555556	0.36111111111111116	-0.08333333333333326	50	0.4444444444444444	13.0	5.0	8.0	23.0	15.0	8.0	13.0	5.0	8.0	23.0	15.0	8.0	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.6521739130434783	0.34782608695652173	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.6521739130434783	0.34782608695652173	20	16	0.03678929765886285
utahontario1_KEGG_RHEUMATOID_ARTHRITIS_weka_svm_weights_r_svm_rbf_Training_Data	0.6349924585218703	0.7016129032258065	0.3145161290322581	0.016129032258064613	25	0.2983870967741935	14.0	8.0	6.0	110.0	79.0	31.0	39.0	8.0	31.0	85.0	79.0	6.0	0.11290322580645161	0.5714285714285714	0.42857142857142855	0.8870967741935484	0.7181818181818181	0.2818181818181818	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9294117647058824	0.07058823529411765	87	37	0.13453996983408745
utahontario1_KEGG_RIBOFLAVIN_METABOLISM_weka_svm_weights_r_svm_rbf	0.5351170568561873	0.6388888888888888	0.36111111111111116	0.0	12	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_RIBOFLAVIN_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.562292609351433	0.6774193548387096	0.3145161290322581	-0.008064516129032251	12	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario1_KEGG_RIBOSOME_BIOGENESIS_IN_EUKARYOTES_weka_svm_weights_r_svm_rbf	0.4481605351170568	0.6111111111111112	0.36111111111111116	-0.02777777777777768	50	0.38888888888888884	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	22	14	-0.04347826086956519
utahontario1_KEGG_RIBOSOME_BIOGENESIS_IN_EUKARYOTES_weka_svm_weights_r_svm_rbf_Training_Data	0.6555052790346908	0.6935483870967742	0.3145161290322581	0.008064516129032362	25	0.30645161290322576	19.0	10.0	9.0	105.0	76.0	29.0	39.0	10.0	29.0	85.0	76.0	9.0	0.1532258064516129	0.5263157894736842	0.47368421052631576	0.8467741935483871	0.7238095238095238	0.2761904761904762	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.8941176470588236	0.10588235294117647	86	38	0.15052790346907985
utahontario1_KEGG_RIBOSOME_weka_svm_weights_r_svm_rbf	0.6454849498327759	0.6111111111111112	0.36111111111111116	-0.02777777777777768	25	0.38888888888888884	5.0	2.0	3.0	31.0	20.0	11.0	13.0	2.0	11.0	23.0	20.0	3.0	0.1388888888888889	0.4	0.6	0.8611111111111112	0.6451612903225806	0.3548387096774194	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8695652173913043	0.13043478260869565	22	14	0.02341137123745818
utahontario1_KEGG_RIBOSOME_weka_svm_weights_r_svm_rbf_Training_Data	0.6856711915535445	0.75	0.3145161290322581	0.06451612903225812	25	0.25	24.0	16.0	8.0	100.0	77.0	23.0	39.0	16.0	23.0	85.0	77.0	8.0	0.1935483870967742	0.6666666666666666	0.3333333333333333	0.8064516129032258	0.77	0.23	0.31451612903225806	0.41025641025641024	0.5897435897435898	0.6854838709677419	0.9058823529411765	0.09411764705882353	93	31	0.3161387631975867
utahontario1_KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.6187290969899666	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4714932126696832	0.6451612903225806	0.3145161290322581	-0.040322580645161255	25	0.3548387096774194	7.0	1.0	6.0	117.0	79.0	38.0	39.0	1.0	38.0	85.0	79.0	6.0	0.056451612903225805	0.14285714285714285	0.8571428571428571	0.9435483870967742	0.6752136752136753	0.3247863247863248	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9294117647058824	0.07058823529411765	80	44	-0.04494720965309196
utahontario1_KEGG_RNA_DEGRADATION_weka_svm_weights_r_svm_rbf	0.4816053511705685	0.5555555555555556	0.36111111111111116	-0.08333333333333326	25	0.4444444444444444	7.0	2.0	5.0	29.0	18.0	11.0	13.0	2.0	11.0	23.0	18.0	5.0	0.19444444444444445	0.2857142857142857	0.7142857142857143	0.8055555555555556	0.6206896551724138	0.3793103448275862	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.782608695652174	0.21739130434782608	20	16	-0.0635451505016722
utahontario1_KEGG_RNA_DEGRADATION_weka_svm_weights_r_svm_rbf_Training_Data	0.644947209653092	0.6854838709677419	0.3145161290322581	0.0	50	0.3145161290322581	10.0	5.0	5.0	114.0	80.0	34.0	39.0	5.0	34.0	85.0	80.0	5.0	0.08064516129032258	0.5	0.5	0.9193548387096774	0.7017543859649122	0.2982456140350877	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9411764705882353	0.058823529411764705	85	39	0.06938159879336347
utahontario1_KEGG_RNA_POLYMERASE_weka_svm_weights_r_svm_rbf	0.6354515050167224	0.7222222222222222	0.36111111111111116	0.08333333333333337	25	0.2777777777777778	5.0	4.0	1.0	31.0	22.0	9.0	13.0	4.0	9.0	23.0	22.0	1.0	0.1388888888888889	0.8	0.2	0.8611111111111112	0.7096774193548387	0.2903225806451613	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.9565217391304348	0.043478260869565216	26	10	0.2642140468227425
utahontario1_KEGG_RNA_POLYMERASE_weka_svm_weights_r_svm_rbf_Training_Data	0.6561085972850679	0.6612903225806451	0.3145161290322581	-0.024193548387096753	25	0.33870967741935487	13.0	5.0	8.0	111.0	77.0	34.0	39.0	5.0	34.0	85.0	77.0	8.0	0.10483870967741936	0.38461538461538464	0.6153846153846154	0.8951612903225806	0.6936936936936937	0.3063063063063063	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9058823529411765	0.09411764705882353	82	42	0.034087481146304555
utahontario1_KEGG_RNA_TRANSPORT_weka_svm_weights_r_svm_rbf	0.5284280936454849	0.5833333333333334	0.36111111111111116	-0.05555555555555547	75	0.41666666666666663	6.0	2.0	4.0	30.0	19.0	11.0	13.0	2.0	11.0	23.0	19.0	4.0	0.16666666666666666	0.3333333333333333	0.6666666666666666	0.8333333333333334	0.6333333333333333	0.36666666666666664	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8260869565217391	0.17391304347826086	21	15	-0.02006688963210701
utahontario1_KEGG_RNA_TRANSPORT_weka_svm_weights_r_svm_rbf_Training_Data	0.6639517345399698	0.6774193548387096	0.3145161290322581	-0.008064516129032251	75	0.32258064516129037	19.0	9.0	10.0	105.0	75.0	30.0	39.0	9.0	30.0	85.0	75.0	10.0	0.1532258064516129	0.47368421052631576	0.5263157894736842	0.8467741935483871	0.7142857142857143	0.2857142857142857	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.8823529411764706	0.11764705882352941	84	40	0.1131221719457014
utahontario1_KEGG_SALIVARY_SECRETION_weka_svm_weights_r_svm_rbf	0.6354515050167224	0.5555555555555556	0.36111111111111116	-0.08333333333333326	50	0.4444444444444444	5.0	1.0	4.0	31.0	19.0	12.0	13.0	1.0	12.0	23.0	19.0	4.0	0.1388888888888889	0.2	0.8	0.8611111111111112	0.6129032258064516	0.3870967741935484	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.8260869565217391	0.17391304347826086	20	16	-0.09698996655518388
utahontario1_KEGG_SALIVARY_SECRETION_weka_svm_weights_r_svm_rbf_Training_Data	0.6108597285067874	0.6774193548387096	0.3145161290322581	-0.008064516129032251	25	0.32258064516129037	13.0	6.0	7.0	111.0	78.0	33.0	39.0	6.0	33.0	85.0	78.0	7.0	0.10483870967741936	0.46153846153846156	0.5384615384615384	0.8951612903225806	0.7027027027027027	0.2972972972972973	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9176470588235294	0.08235294117647059	84	40	0.07149321266968323
utahontario1_KEGG_SELENOCOMPOUND_METABOLISM_weka_svm_weights_r_svm_rbf	0.5150501672240803	0.6666666666666666	0.36111111111111116	0.02777777777777779	17	0.33333333333333337	1.0	1.0	0.0	35.0	23.0	12.0	13.0	1.0	12.0	23.0	23.0	0.0	0.027777777777777776	1.0	0.0	0.9722222222222222	0.6571428571428571	0.34285714285714286	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	1.0	0.0	24	12	0.07692307692307687
utahontario1_KEGG_SELENOCOMPOUND_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.3761689291101056	0.6774193548387096	0.3145161290322581	-0.008064516129032251	17	0.32258064516129037	3.0	1.0	2.0	121.0	83.0	38.0	39.0	1.0	38.0	85.0	83.0	2.0	0.024193548387096774	0.3333333333333333	0.6666666666666666	0.9758064516129032	0.6859504132231405	0.3140495867768595	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9764705882352941	0.023529411764705882	84	40	0.002111613876319751
utahontario1_KEGG_SHIGELLOSIS_weka_svm_weights_r_svm_rbf	0.5284280936454849	0.6111111111111112	0.36111111111111116	-0.02777777777777768	25	0.38888888888888884	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	22	14	-0.04347826086956519
utahontario1_KEGG_SHIGELLOSIS_weka_svm_weights_r_svm_rbf_Training_Data	0.6624434389140271	0.7096774193548387	0.3145161290322581	0.024193548387096864	50	0.29032258064516125	9.0	6.0	3.0	115.0	82.0	33.0	39.0	6.0	33.0	85.0	82.0	3.0	0.07258064516129033	0.6666666666666666	0.3333333333333333	0.9274193548387096	0.7130434782608696	0.28695652173913044	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9647058823529412	0.03529411764705882	88	36	0.11855203619909505
utahontario1_KEGG_SMALL_CELL_LUNG_CANCER_weka_svm_weights_r_svm_rbf	0.6755852842809364	0.6388888888888888	0.36111111111111116	0.0	75	0.36111111111111116	4.0	2.0	2.0	32.0	21.0	11.0	13.0	2.0	11.0	23.0	21.0	2.0	0.1111111111111111	0.5	0.5	0.8888888888888888	0.65625	0.34375	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9130434782608695	0.08695652173913043	23	13	0.06688963210702337
utahontario1_KEGG_SMALL_CELL_LUNG_CANCER_weka_svm_weights_r_svm_rbf_Training_Data	0.7411764705882353	0.6935483870967742	0.3145161290322581	0.008064516129032362	50	0.30645161290322576	27.0	14.0	13.0	97.0	72.0	25.0	39.0	14.0	25.0	85.0	72.0	13.0	0.21774193548387097	0.5185185185185185	0.48148148148148145	0.782258064516129	0.7422680412371134	0.25773195876288657	0.31451612903225806	0.358974358974359	0.6410256410256411	0.6854838709677419	0.8470588235294118	0.15294117647058825	86	38	0.20603318250377067
utahontario1_KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT_weka_svm_weights_r_svm_rbf	0.5284280936454849	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT_weka_svm_weights_r_svm_rbf_Training_Data	0.5360482654600303	0.6774193548387096	0.3145161290322581	-0.008064516129032251	25	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario1_KEGG_SPHINGOLIPID_METABOLISM_weka_svm_weights_r_svm_rbf	0.43143812709030105	0.6111111111111112	0.36111111111111116	-0.02777777777777768	25	0.38888888888888884	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	22	14	-0.04347826086956519
utahontario1_KEGG_SPHINGOLIPID_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.6135746606334843	0.6935483870967742	0.3145161290322581	0.008064516129032362	25	0.30645161290322576	7.0	4.0	3.0	117.0	82.0	35.0	39.0	4.0	35.0	85.0	82.0	3.0	0.056451612903225805	0.5714285714285714	0.42857142857142855	0.9435483870967742	0.7008547008547008	0.29914529914529914	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9647058823529412	0.03529411764705882	86	38	0.06726998491704372
utahontario1_KEGG_SPLICEOSOME_weka_svm_weights_r_svm_rbf	0.5886287625418061	0.5833333333333334	0.36111111111111116	-0.05555555555555547	100	0.41666666666666663	8.0	3.0	5.0	28.0	18.0	10.0	13.0	3.0	10.0	23.0	18.0	5.0	0.2222222222222222	0.375	0.625	0.7777777777777778	0.6428571428571429	0.35714285714285715	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.782608695652174	0.21739130434782608	21	15	0.013377926421404673
utahontario1_KEGG_SPLICEOSOME_weka_svm_weights_r_svm_rbf_Training_Data	0.7167420814479638	0.7258064516129032	0.3145161290322581	0.040322580645161366	50	0.27419354838709675	21.0	13.0	8.0	103.0	77.0	26.0	39.0	13.0	26.0	85.0	77.0	8.0	0.1693548387096774	0.6190476190476191	0.38095238095238093	0.8306451612903226	0.7475728155339806	0.2524271844660194	0.31451612903225806	0.3333333333333333	0.6666666666666666	0.6854838709677419	0.9058823529411765	0.09411764705882353	90	34	0.23921568627450984
