Row.names	PathwayMutatedGenes	UtahControl_NumNonMuts	UtahControl_NumMuts	UtahCancer_NumNonMuts	UtahCancer_NumMuts	UtahControl_MutationRate	UtahCancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_OLFACTORY_SIGNALING_PATHWAY	OR10J5(1),OR10K1(1),OR1A2(1),OR1J4(1),OR1L1(1),OR1S1(1),OR2B6(1),OR2L8(1),OR2M7(1),OR4C6(1),OR4F15(1),OR51D1(1),OR51F1(2),OR51S1(1),OR51T1(1),OR52M1(1),OR5AP2(1),OR5B3(1),OR5T3(1),OR6B2(1),OR6C4(1),OR6Y1(1),OR7A10(1),OR8B8(1),OR8D1(1),OR9Q1(1);OR10J1(1),OR10S1(1),OR1F1(1),OR1J4(2),OR2AT4(2),OR2C1(1),OR2M7(1),OR2T1(1),OR2T6(1),OR4B1(1),OR4D10(1),OR4F15(1),OR51F1(1),OR51T1(1),OR52D1(1),OR52N4(1),OR5D16(1),OR5H1(1),OR5H6(2),OR5R1(1),OR5T3(2),OR6B3(1),OR6C70(1),OR6C76(1),OR6K2(1),OR7A17(1),OR8D2(1),OR8H2(1),OR9Q1(1)	2	14	1	18	0.875	0.947368421053	2.50360940722267	0.433919022154316	0.761876002942506	0.29901718256548
REACTOME_PLATELET_ACTIVATION	DGKD(1),GNAI2(1),GP1BA(1),HGF(1),PDGFB(1),PIK3R5(1),TGFB2(1),TLN1(1);COL1A1(1),COL1A2(1),F2R(1),FGB(2),ITPR1(1),ITPR2(1),LAMP2(1),PIK3CA(2),PIK3R5(1),PRKCZ(1),SERPINF2(1),SPARC(1),SYK(1),TGFB2(1),TLN1(1)	9	7	8	11	0.4375	0.578947368421	1.73894460212162	0.310767887945428	0.834074747582328	0.29901718256548
REACTOME_REGULATION_OF_INSULIN_SECRETION	ADCY5(1),ADRA2C(1),CACNB3(1),ENO1(1),GNAI2(1),NDUFA1(1),PDHX(1),RAPGEF4(1),UQCRC1(1);ADCY5(1),ADRA2C(5),CACNB3(1),ENO1(1),GAPDHS(1),GLP1R(1),IDH3A(2),ITPR1(1),ITPR2(1),NDUFA1(1),NDUFA6(1),NDUFB8(1),NDUFV1(1),PFKFB1(1),PFKP(1),SUCLG1(1),SUCLG2(1)	9	7	8	11	0.4375	0.578947368421	1.73894460212162	0.310767887945428	0.834074747582328	0.29901718256548
Taube_EMT	ANXA3(1),CORO1A(1),DDR2(1),ERMP1(1),FGFR2(1),IGFBP2(1),LEPREL1(1),RHOD(2),STAC(1),TSHZ1(1),ZCCHC24(1);COL1A2(1),CYBRD1(1),CYP27B1(1),EPB41L4B(1),FBLN1(1),FGFR2(1),FST(1),HOOK1(1),IGFBP2(1),LEPREL1(2),NEFM(1),PMP22(1),PPM1D(1),SEMA5A(1),SERPINB2(1),SMPDL3B(1),ST14(2),SYK(1),TMEM30B(1),TMEM40(1),TNFAIP6(1)	8	8	7	12	0.5	0.631578947368	1.68774126062631	0.329683315024515	0.783603909969379	0.29901718256548
BIOCARTA_TOB1_PATHWAY	IL2RA(1),TGFB2(1),TGFBR1(2),TGFBR3(1);IL2RA(1),TGFB2(1),TGFBR1(3),TGFBR2(1),TOB2(1)	12	4	12	7	0.25	0.368421052632	1.72228372956995	0.351538746755654	0.75179211725038	0.299017324688537
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	ACSL6(1),LEPR(1),PRKAG3(1),TRAF2(1);CAMKK2(1),JAK2(1),MTOR(1),NFKB1(1),SLC2A4(1),TRAF2(3)	12	4	12	7	0.25	0.368421052632	1.72228372956995	0.351538746755654	0.75179211725038	0.299017324688537
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	GAB2(1),MAPK13(1),PIK3R5(1),PLA2G12B(1);IL5(1),PIK3CA(2),PIK3R5(1),PLA2G2D(1),PLA2G6(1),SYK(1)	12	4	12	7	0.25	0.368421052632	1.72228372956995	0.351538746755654	0.75179211725038	0.299017324688537
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	ACTN3(2),FGF22(1),FGFR2(1),IQGAP2(1),ITGA7(1),PDGFB(1),PDGFRA(1),PIK3R5(1),ROCK2(1),SCIN(1),SSH3(1);APC2(1),ARAF(1),ARHGEF12(1),CHRM5(1),F2R(1),FGF13(1),FGFR2(1),ITGA3(1),ITGA4(2),ITGA7(1),MYL2(1),PDGFRA(1),PFN2(1),PIK3CA(2),PIK3R5(1),RRAS(1),WASF1(1)	7	9	6	13	0.5625	0.684210526316	1.65991397480173	0.347431123148103	0.742362349979879	0.299017324688537
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	IFNA14(1),IFNA6(1),MAPK13(1),TRAF2(1);DHX58(2),IRF3(1),NFKB1(1),TRAF2(3)	12	4	12	7	0.25	0.368421052632	1.72228372956995	0.351538746755654	0.75179211725038	0.299017324688537
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	SLC1A3(1),SLC5A8(1),SLC6A12(2),SLC7A3(1);SLC15A1(1),SLC15A4(2),SLC1A3(1),SLC7A3(3),SLC7A6(1)	12	4	12	7	0.25	0.368421052632	1.72228372956995	0.351538746755654	0.75179211725038	0.299017324688537
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	ADCY5(1),GNAI2(1),TAAR1(1),TAAR6(1);ADCY5(1),ADORA2B(1),DRD1(1),GLP1R(1),MC2R(1),RLN3(2),TAAR6(1)	12	4	12	7	0.25	0.368421052632	1.72228372956995	0.351538746755654	0.75179211725038	0.299017324688537
REACTOME_INNATE_IMMUNITY_SIGNALING	DUSP7(1),ECSIT(1),IRAK1(1),TLR10(1),TLR6(1);C1QB(1),C1R(1),IRF3(1),NFKB1(1),NFKB2(1),RIPK3(1),TLR10(1),TLR3(1)	12	4	12	7	0.25	0.368421052632	1.72228372956995	0.351538746755654	0.75179211725038	0.299017324688537
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	CASP3(2),IRAK1(1),RTN4(1),SORCS3(1);ARHGEF12(1),MCF2(1),NFKB1(1),PSEN2(4),SORCS3(1)	12	4	12	7	0.25	0.368421052632	1.72228372956995	0.351538746755654	0.75179211725038	0.299017324688537
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	GPAA1(2),PIGG(1),PLAUR(1),PROC(1);PIGF(1),PIGG(1),PIGL(1),PIGM(1),PIGW(1),PROC(1),PROZ(1)	12	4	12	7	0.25	0.368421052632	1.72228372956995	0.351538746755654	0.75179211725038	0.299017324688537
REACTOME_SIGNALING_BY_TGF_BETA	SMAD6(1),SMAD7(1),TGFBR1(2);SMAD7(3),TGFBR1(3),TGFBR2(1)	12	4	12	7	0.25	0.368421052632	1.72228372956995	0.351538746755654	0.75179211725038	0.299017324688537
KEGG_PATHWAYS_IN_CANCER	ARNT(1),CASP3(2),CASP9(1),CTBP2(1),DAPK1(1),FGF22(1),FGFR2(1),FZD1(1),HGF(1),MDM2(1),MSH2(1),PDGFB(1),PDGFRA(1),PIK3R5(1),RASSF1(1),STAT5A(1),TGFB2(1),TGFBR1(2),TRAF2(1);APC2(1),ARAF(1),CCDC6(1),CCNE1(1),DVL3(1),EGLN3(1),ERBB2(1),FGF13(1),FGFR2(1),FZD1(1),FZD7(1),IGF1R(1),ITGA3(1),MDM2(3),MTOR(1),NFKB1(1),NFKB2(1),PDGFRA(1),PIK3CA(2),PIK3R5(1),TFG(1),TGFB2(1),TGFBR1(3),TGFBR2(1),TRAF2(3),WNT2B(2),ZBTB16(1)	3	13	2	17	0.8125	0.894736842105	1.92381706968115	0.414956011730205	0.692614548129551	0.313206964581333
KEGG_MAPK_SIGNALING_PATHWAY	CACNB3(1),CASP3(2),DUSP5(1),DUSP7(1),ECSIT(1),FGF22(1),FGFR2(1),MAP3K2(1),MAPK13(1),MAPKAPK5(1),PDGFB(1),PDGFRA(1),PLA2G12B(1),PTPN5(1),RAPGEF2(1),RASA1(2),RASGRP4(1),TGFB2(1),TGFBR1(2),TRAF2(1);CACNB3(1),DUSP2(2),DUSP5(2),FGF13(1),FGFR2(1),NFKB1(1),NFKB2(1),NTRK2(1),PDGFRA(1),PLA2G2D(1),PLA2G6(1),RRAS(1),TGFB2(1),TGFBR1(3),TGFBR2(1),TRAF2(3)	5	11	4	15	0.6875	0.789473684211	1.67835184464446	0.38101257289244	0.687623951121284	0.313773871607354
REACTOME_DIABETES_PATHWAYS	ADCY5(1),ADRA2C(1),ATF6(2),CACNB3(1),ENO1(1),GNAI2(1),IGFBP2(1),NDUFA1(1),PDHX(1),RAPGEF4(1),RPN1(2),RPS3(1),SEC11C(1),SRP14(3),SRP68(1),UQCRC1(1);ADCY5(1),ADRA2C(5),BCHE(2),CACNB3(1),ENO1(1),GAPDHS(1),GLP1R(1),IDH3A(2),IGFBP2(1),ITPR1(1),ITPR2(1),NDUFA1(1),NDUFA6(1),NDUFB8(1),NDUFV1(1),PDX1(2),PFKFB1(1),PFKP(1),RPL35A(1),RPL7(2),RPS16(1),SRP14(1),SUCLG1(1),SUCLG2(1)	5	11	4	15	0.6875	0.789473684211	1.67835184464446	0.38101257289244	0.687623951121284	0.313773871607354
REACTOME_GENE_EXPRESSION	CLP1(1),DHX9(1),ERCC3(1),GTF2E2(1),HARS(1),HNRNPA2B1(1),KARS(1),MED16(1),NARS(1),NARS2(1),NR1H4(2),NR2F6(1),NUP93(1),NXF1(1),PABPN1(1),RPS3(1),SLBP(1);CCNT1(2),CLP1(2),EIF3A(1),GTF2E2(2),HNRNPR(1),IARS2(1),KAT2B(1),NARS2(2),NR0B1(2),NR1D2(1),NUP155(1),PABPN1(1),PARS2(2),QARS(2),RORB(1),RPL35A(1),RPL7(2),RPS16(1),SLBP(2),SUPT4H1(1),TAF1(1),TAF11(1),TARS2(1),YARS2(1)	5	11	4	15	0.6875	0.789473684211	1.67835184464446	0.38101257289244	0.687623951121284	0.313773871607354
BIOCARTA_GSK3_PATHWAY	FZD1(1),IRAK1(1);FZD1(1),NFKB1(1),PIK3CA(2)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	PIK3R5(1),SLC9A3R2(1);PIK3CA(2),PIK3R5(1),SGK1(1)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	CTH(1),LDHA(1);CTH(1),DNMT1(2),MPST(1)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
KEGG_MTOR_SIGNALING_PATHWAY	PIK3R5(1),RPTOR(1);MTOR(1),PIK3CA(2),PIK3R5(1),RPTOR(2)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	ENPP1(1),NT5C1A(1);NT5C1A(1),NT5C2(1),NT5C3(2),NT5M(1)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	CDC7(1),ORC6(1);CDC25A(1),HUS1(3),RPA1(1)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
REACTOME_EXTENSION_OF_TELOMERES	POLA2(1),POLE2(1);DNA2(1),POLA2(1),POLE2(1),RPA1(1)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
REACTOME_G2_M_CHECKPOINTS	CDC7(1),ORC6(1);CDC25A(1),HUS1(3),RPA1(1)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
REACTOME_GLUCOSE_METABOLISM	ENO1(1),PGM2(1);ENO1(1),GAPDHS(1),PFKFB1(1),PFKP(1)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
REACTOME_GLUCOSE_TRANSPORT	NUP93(1),SLC2A3(1);NUP155(1),SLC2A3(1),SLC2A4(1),SLC37A4(1)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
REACTOME_HIV1_TRANSCRIPTION_INITIATION	ERCC3(1),GTF2E2(1);GTF2E2(2),TAF1(1),TAF11(1)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
REACTOME_PYRIMIDINE_CATABOLISM	DPYS(1),NT5C1A(1);NT5C1A(1),NT5C3(2),NT5M(1)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
REACTOME_SIGNALING_BY_EGFR	EPN1(1),SH3GL2(1);ADAM12(1),HGS(1),PIK3CA(2),SPRY2(1)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
REACTOME_SIGNALING_BY_NOTCH	DLL4(2);PSEN2(4)	14	2	15	4	0.125	0.210526315789	1.83446203144601	0.417888563049854	0.668799522254567	0.325413189762337
KEGG_CHAGAS_DISEASE_AMERICAN_TRYPANOSOMIASIS	GNAI2(1),IRAK1(1),MAPK13(1),PIK3R5(1),TGFB2(1),TGFBR1(2),TLR6(1);C1QB(1),NFKB1(1),PIK3CA(2),PIK3R5(1),TGFB2(1),TGFBR1(3),TGFBR2(1)	11	5	11	8	0.3125	0.421052631579	1.57859557181392	0.379252631748642	0.662106960792865	0.325413189767125
KEGG_COLORECTAL_CANCER	CASP3(2),CASP9(1),MSH2(1),PIK3R5(1),TGFB2(1),TGFBR1(2);APC2(1),ARAF(1),PIK3CA(2),PIK3R5(1),TGFB2(1),TGFBR1(3),TGFBR2(1)	11	5	11	8	0.3125	0.421052631579	1.57859557181392	0.379252631748642	0.662106960792865	0.325413189767125
KEGG_SALIVARY_SECRETION	ADCY5(1),ADRA1B(1),CST5(1),KCNN4(1),LPO(2);ADCY5(1),ADRA1B(2),AQP5(1),ATP2B1(1),CALML5(1),ITPR1(1),ITPR2(1),KCNMA1(1),LPO(2)	11	5	11	8	0.3125	0.421052631579	1.57859557181392	0.379252631748642	0.662106960792865	0.325413189767125
REACTOME_METABOLISM_OF_AMINO_ACIDS	BBOX1(1),GLUL(1),MCCC2(1),PSMB4(1),PSMD1(1),SLC25A15(1),SLC6A12(2),SLC7A3(1);ADC(1),ALDH6A1(2),MCCC1(1),OTC(1),SLC7A3(3),SLC7A6(1)	11	5	11	8	0.3125	0.421052631579	1.57859557181392	0.379252631748642	0.662106960792865	0.325413189767125
KEGG_LYSOSOME	AP1B1(1),CTSB(1),GLA(1),MFSD8(2),NPC2(2);AP3D1(1),ATP6V1H(1),CD164(1),CTSF(1),ENTPD4(1),GAA(1),GBA(1),LAMP2(1),MFSD8(1),NPC2(2)	10	6	10	9	0.375	0.473684210526	1.48263246082945	0.404099563121665	0.587702932477034	0.325413190194502
KEGG_MELANOMA	FGF22(1),HGF(1),MDM2(1),PDGFB(1),PDGFRA(1),PIK3R5(1);ARAF(1),FGF13(1),IGF1R(1),MDM2(3),PDGFRA(1),PIK3CA(2),PIK3R5(1)	10	6	10	9	0.375	0.473684210526	1.48263246082945	0.404099563121665	0.587702932477034	0.325413190194502
REACTOME_AXON_GUIDANCE	CACNB3(1),COL6A1(1),COL9A3(1),NRTN(1),ROBO1(2),ROCK2(1),TLN1(1),TREM2(1);ARHGEF12(1),CACNB3(1),COL1A1(1),COL1A2(1),ERBB2(1),FES(1),PFN2(1),ROBO1(3),ROBO2(1),RRAS(1),SEMA4D(1),SEMA5A(1),TLN1(1),TREM2(1)	10	6	10	9	0.375	0.473684210526	1.48263246082945	0.404099563121665	0.587702932477034	0.325413190194502
BIOCARTA_ARF_PATHWAY	MDM2(1),POLR1A(1),POLR1C(1);MDM2(3),PIK3CA(2)	13	3	14	5	0.1875	0.263157894737	1.52860972596177	0.452472444129842	0.531004486899323	0.326763027852778
KEGG_BLADDER_CANCER	DAPK1(1),MDM2(1),RASSF1(1);ARAF(1),ERBB2(1),MDM2(3)	13	3	14	5	0.1875	0.263157894737	1.52860972596177	0.452472444129842	0.531004486899323	0.326763027852778
KEGG_BUTANOATE_METABOLISM	ACADS(1),HADHA(3);BDH2(1),HADHA(3),PDHA2(1)	13	3	14	5	0.1875	0.263157894737	1.52860972596177	0.452472444129842	0.531004486899323	0.326763027852778
KEGG_NON_SMALL_CELL_LUNG_CANCER	CASP9(1),PIK3R5(1),RASSF1(1);ARAF(1),ERBB2(1),PIK3CA(2),PIK3R5(1)	13	3	14	5	0.1875	0.263157894737	1.52860972596177	0.452472444129842	0.531004486899323	0.326763027852778
REACTOME_HORMONE_BIOSYNTHESIS	CYP11B1(1),HSD3B1(1),PNMT(1);CYP27B1(1),PNMT(2),STAR(1),TBXAS1(1)	13	3	14	5	0.1875	0.263157894737	1.52860972596177	0.452472444129842	0.531004486899323	0.326763027852778
REACTOME_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	GPAA1(2),PIGG(1),PLAUR(1);PIGF(1),PIGG(1),PIGL(1),PIGM(1),PIGW(1)	13	3	14	5	0.1875	0.263157894737	1.52860972596177	0.452472444129842	0.531004486899323	0.326763027852778
ST_FAS_SIGNALING_PATHWAY	CASP3(2),TRAF2(1);NFKB1(1),NFKB2(1),PFN2(1),TRAF2(3)	13	3	14	5	0.1875	0.263157894737	1.52860972596177	0.452472444129842	0.531004486899323	0.326763027852778
WNT_SIGNALING	CTBP2(1),FZD1(1),KREMEN1(1);DAAM1(2),FZD1(1),FZD7(1),LRP6(1),SFRP4(1),WNT2B(2)	13	3	14	5	0.1875	0.263157894737	1.52860972596177	0.452472444129842	0.531004486899323	0.326763027852778
KEGG_ALZHEIMERS_DISEASE	APBB1(1),ATF6(2),CASP3(2),CASP9(1),COX4I2(1),COX6A2(1),NDUFA1(1),UQCRC1(1);CALML5(1),CAPN1(1),COX6A2(1),ITPR1(1),ITPR2(1),NDUFA1(1),NDUFA6(1),NDUFB8(1),NDUFV1(1),PSEN2(4)	9	7	9	10	0.4375	0.526315789474	1.41399260463394	0.427218418440549	0.52372135313309	0.326828324341707
KEGG_INFLUENZA_A	CASP9(1),IFNA14(1),IFNA6(1),IL33(1),IVNS1ABP(1),MAPK13(1),NXF1(1),PABPN1(1),PIK3R5(1),TNFRSF10C(2);IFNAR1(1),IL33(1),IRF3(1),JAK2(1),NFKB1(1),OAS1(2),PABPN1(1),PIK3CA(2),PIK3R5(1),TLR3(1),TMPRSS13(1),TNFRSF10A(1),TNFRSF10C(1)	8	8	8	11	0.5	0.578947368421	1.36245597629186	0.449481019858734	0.467058930244707	0.343609922765544
BIOCARTA_CCR5_PATHWAY	PTK2B(1);CCR5(1),PTK2B(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_EPONFKB_PATHWAY	ARNT(1);JAK2(1),NFKB1(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_EPO_PATHWAY	STAT5A(1);JAK2(1),PTPN6(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_ERK5_PATHWAY	MEF2D(1);PIK3CA(2)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_ERK_PATHWAY	PDGFRA(1);IGF1R(1),PDGFRA(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_HER2_PATHWAY	IL6ST(1);PIK3CA(2)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_IL3_PATHWAY	STAT5A(1);JAK2(1),PTPN6(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_MYOSIN_PATHWAY	PKN1(1);ARHGEF12(1),MYL2(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	PNMT(1);PNMT(2)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_PS1_PATHWAY	FZD1(1);FZD1(1),HNF1A(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_RHO_PATHWAY	TLN1(1);MYL2(1),TLN1(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_TFF_PATHWAY	CASP9(1);PIK3CA(2)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_TH1TH2_PATHWAY	IL2RA(1);IL18R1(1),IL2RA(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_VEGF_PATHWAY	ARNT(1);PIK3CA(2)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_VITCB_PATHWAY	SLC2A3(1);SLC23A2(1),SLC2A3(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	PLA2G12B(1);PLA2G2D(1),PLA2G6(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
KEGG_ETHER_LIPID_METABOLISM	PLA2G12B(1);PLA2G2D(1),PLA2G6(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
KEGG_PHOTOTRANSDUCTION	GNAT3(1);CALML5(1),RHO(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
KEGG_SELENOCOMPOUND_METABOLISM	CTH(1);CTH(1),PAPSS1(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	RIMS1(1);RIMS1(1),SLC5A7(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_AMINE_DERIVED_HORMONES	PNMT(1);PNMT(2)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	HARS(1),KARS(1),NARS(1);QARS(2)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	DGKD(1);ITPR1(1),ITPR2(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	RPS3(1);EIF3A(1),RPS16(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	PROC(1);PROC(1),PROZ(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	RIMS1(1);FNBP1L(1),RIMS1(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_INACTIVATION_OF_APC_VIA_DIRECT_INHIBITION_OF_THE_APCOMPLEX	CDC27(1);BUB1B(2)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_MTORC1_MEDIATED_SIGNALLING	RPTOR(1);MTOR(1),RPTOR(2)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	TREM2(1);SEMA5A(1),TREM2(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	GP1BA(1);COL1A1(1),COL1A2(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	GNAI2(1);ITPR1(1),ITPR2(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_FREE_FATTY_ACIDS	GNAI2(1);ITPR1(1),ITPR2(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_REPAIR_SYNTHESIS_OF_PATCH_27_30_BASES_LONG_BY_DNA_POLYMERASE	POLE2(1);POLE2(1),RPA1(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	ROCK2(1);ARHGEF12(1),ERBB2(1),SEMA4D(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_TIGHT_JUNCTION_INTERACTIONS	CLDN23(1);CLDN23(2)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
REACTOME_TRANSLATION_INITIATION_COMPLEX_FORMATION	RPS3(1);EIF3A(1),RPS16(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	STAT6(1);PIK3CA(2)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
ST_T_CELL_SIGNAL_TRANSDUCTION	RASGRP4(1);NFKB1(1),NFKB2(1)	15	1	17	2	0.0625	0.105263157895	1.73730050269446	0.566080977845684	0.450199456284208	0.392356272835336
BIOCARTA_CASPASE_PATHWAY	CASP3(2),CASP9(1),PRF1(1);DFFB(1),LMNB1(1),PARP1(1),PRF1(3)	12	4	13	6	0.25	0.315789473684	1.37184764303343	0.480651902787609	0.429197537639476	0.392434653256401
BIOCARTA_DEATH_PATHWAY	CASP3(2),CASP9(1),TRAF2(1);DFFB(1),NFKB1(1),TNFRSF10A(1),TRAF2(3)	12	4	13	6	0.25	0.315789473684	1.37184764303343	0.480651902787609	0.429197537639476	0.392434653256401
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	ACTN3(2),CACNB3(1),ITGA7(1),SGCA(1);CACNB3(1),ITGA3(1),ITGA4(2),ITGA7(1),SGCA(1)	12	4	13	6	0.25	0.315789473684	1.37184764303343	0.480651902787609	0.429197537639476	0.392434653256401
