Pathway	Utah Expression 24vs35 AUCs	Ontario Expression 24vs35 AUCs	Utah Expression 0124vs35 AUCs	Ontario Expression 0124vs35 AUCs	Lim AUCs	Bellacosa Breast AUCs
REACTOME_MRNA_3_END_PROCESSING	0.6637529	0.3694196	0.6374057	0.4730159	0.84	0.1388889
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	0.4522145	0.3839286	0.4736048	0.3746032	0.76	0.2638889
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	0.4749417	0.3805804	0.4271493	0.4238095	0.8	0.6388889
REACTOME_MRNA_PROCESSING	0.5842075	0.6529018	0.6310709	0.6198413	0.8	0.8888889
REACTOME_MRNA_SPLICING	0.7258159	0.4553571	0.7064857	0.5666667	0.8	0.4444444
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.7039627	0.5424107	0.6684766	0.6484127	0.8	0.8333333
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.6520979	0.5078125	0.5918552	0.6007937	0.5733333	0.02777778
REACTOME_MTOR_SIGNALLING	0.7027972	0.4414062	0.6307692	0.5039683	0.6933333	0
REACTOME_MUSCLE_CONTRACTION	0.5043706	0.4821429	0.654902	0.6134921	0.6533333	0.8055556
REACTOME_MYD88_CASCADE	0.5588578	0.6261161	0.5366516	0.6111111	0.68	0.8333333
REACTOME_MYOGENESSIS	0.7051282	0.5731027	0.6527903	0.5174603	0.7333333	0.01388889
REACTOME_M_G1_TRANSITION	0.618007	0.6049107	0.6524887	0.5674603	0.7733333	0.6527778
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	0.5206876	0.6127232	0.481448	0.6579365	0.12	0.4166667
REACTOME_NCAM1_INTERACTIONS	0.6891026	0.7142857	0.5852187	0.615873	0.72	0.8472222
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.7121212	0.6808036	0.678733	0.5722222	0.7466667	0.8333333
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.513986	0.6796875	0.5911011	0.681746	0.7866667	0.02777778
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	0.6095571	0.5792411	0.652187	0.6571429	0.8	0
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	0.6742424	0.5078125	0.639819	0.447619	0.7466667	0.2638889
REACTOME_NEURORANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.6509324	0.6584821	0.6467572	0.5111111	0.72	0.8888889
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.3825758	0.3638393	0.40181	0.352381	0.7733333	0.3194444
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.5134033	0.4207589	0.5245852	0.5833333	0.7866667	0.04166667
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.527972	0.3973214	0.4024133	0.4126984	0.6933333	0.4861111
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.6689977	0.4174107	0.6823529	0.5710317	0.7466667	0.09722222
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.6515152	0.671875	0.6238311	0.5992063	0.8	0.8333333
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.5203963	0.4955357	0.4313725	0.418254	0.4	0.09722222
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.6182984	0.5837054	0.6648567	0.5071429	0.7866667	0.8055556
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	0.6856061	0.3716518	0.6751131	0.3730159	0.76	0.05555556
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.539627	0.5290179	0.5544495	0.5666667	0.84	0.8194444
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.6019814	0.6316964	0.6861237	0.6420635	0.7866667	0.6805556
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.5850816	0.6205357	0.6343891	0.6285714	0.6	0.375
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.5681818	0.4899554	0.6078431	0.3595238	0.6933333	0.5694444
REACTOME_OPIOID_SIGNALLING	0.6544289	0.4916295	0.6886878	0.5384921	0.7733333	0.6666667
REACTOME_OPSINS	0.4265734	0.5546875	0.4886878	0.4920635	0.8	0.05555556
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.6066434	0.5993304	0.5638009	0.5126984	0.8	0.7916667
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.4592075	0.4363839	0.4452489	0.4	0.6266667	0.5416667
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.6946387	0.6495536	0.6624434	0.634127	0.8	0.1111111
REACTOME_P2Y_RECEPTORS	0.525641	0.4503348	0.575264	0.6	0.3733333	0.8055556
REACTOME_P38MAPK_EVENTS	0.5034965	0.5457589	0.5354449	0.5063492	0.3466667	0.2638889
REACTOME_P53_INDEPENDENT_DNA_DAMAGE_RESPONSE	0.6748252	0.6077009	0.5616893	0.5230159	0.72	0.8055556
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.3257576	0.4776786	0.4331825	0.3357143	0.7733333	0.09722222
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.4714452	0.4241071	0.5176471	0.5928571	0.7866667	0.05555556
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.5617716	0.6484375	0.6500754	0.5904762	0.8	0.8333333
REACTOME_PACKAGING_OF_TELOMERE_ENDS	0.6844406	0.6997768	0.6607843	0.5968254	0.7733333	0
REACTOME_PD1_SIGNALING	0.5798368	0.4933036	0.6042232	0.4916667	0.8	0.5416667
REACTOME_PECAM1_INTERACTIONS	0.541958	0.5390625	0.6708899	0.5376984	0.6933333	0.4722222
REACTOME_PEPTIDE_CHAIN_ELONGATION	0.7004662	0.4073661	0.7260935	0.5722222	0.7466667	0.125
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.6252914	0.5814732	0.6238311	0.6880952	0.72	0.4722222
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.4988345	0.6975446	0.3731523	0.6269841	0.12	0.2361111
REACTOME_PHASE_1_FUNCTIONALIZATION	0.6177156	0.6183036	0.6307692	0.6730159	0	0.5555556
REACTOME_PHASE_1_FUNCTIONALIZATION_OF_COMPOUNDS	0.5734266	0.5189732	0.5722474	0.5107143	0.72	0.6944444
REACTOME_PHASE_II_CONJUGATION	0.6019814	0.5513393	0.5812971	0.55	0.56	0.7361111
REACTOME_PHOSPHOLIPASE_CMEDIATED_CASCADE	0.469697	0.4866071	0.587632	0.5380952	0.76	0.04166667
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.6171329	0.4944196	0.5924585	0.5214286	0.8133333	0.75
REACTOME_PHOSPHORYLATION_OF_THE_APC	0.6229604	0.4642857	0.5861237	0.5626984	0.09333333	0.1944444
REACTOME_PI3K_AKT_SIGNALLING	0.6369464	0.4810268	0.6280543	0.4869048	0.8	0.6388889
REACTOME_PI3K_CASCADE	0.597028	0.6607143	0.5357466	0.5706349	0.7466667	0.75
REACTOME_PKA_ACTIVATION	0.4420163	0.5200893	0.4651584	0.6309524	0.3733333	0.4722222
REACTOME_PLATELET_ACTIVATION	0.6780303	0.6395089	0.7098039	0.6436508	0.7333333	0.75
REACTOME_PLATELET_ACTIVATION_TRIGGERS	0.6238345	0.5424107	0.6959276	0.4865079	0.8	0.8194444
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.5646853	0.6395089	0.5627451	0.5166667	0.7466667	0.4861111
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.6689977	0.6774554	0.6432881	0.6055556	0.7733333	0.6805556
REACTOME_PLATELET_DEGRANULATION	0.6911422	0.6194196	0.7230769	0.6293651	0.7466667	0.7083333
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.5314685	0.4854911	0.4880845	0.5960317	0.7466667	0.3472222
REACTOME_PLC_GAMMA1_SIGNALLING	0.4912587	0.5245536	0.4883861	0.6380952	0.6533333	0.6944444
REACTOME_POLYMERASE_SWITCHING	0.4898019	0.5022321	0.4959276	0.5420635	0.5466667	0.04166667
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.5734266	0.5145089	0.6244344	0.5222222	0.8	0.08333333
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.6914336	0.6735491	0.6221719	0.6603175	0.7866667	0.9305556
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.5903263	0.5680804	0.6374057	0.5888889	0.7733333	0.7361111
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	0.4752331	0.3560268	0.5562594	0.5603175	0.6933333	0.5277778
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.5815851	0.4079241	0.613273	0.4063492	0.56	0.8333333
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.715035	0.4335938	0.7055807	0.4888889	0.8133333	0.4583333
REACTOME_PROSTANOID_HORMONES	0.4487179	0.5926339	0.4923077	0.5833333	0.3066667	0
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	0.3881119	0.5066964	0.3975867	0.4309524	0.6133333	0.6944444
REACTOME_PURINE_METABOLISM	0.4527972	0.6339286	0.5755656	0.597619	0.7733333	0.04166667
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	0.5387529	0.5825893	0.5574661	0.5444444	0.5466667	0.125
REACTOME_PURINE_SALVAGE_REACTIONS	0.4842657	0.4821429	0.5758673	0.5111111	0.36	0.05555556
REACTOME_PYRIMIDINE_CATABOLISM	0.5064103	0.4508929	0.4361991	0.5539683	0	0.4583333
REACTOME_PYRIMIDINE_METABOLISM	0.5422494	0.5368304	0.5755656	0.6396825	0.2133333	0.09722222
REACTOME_PYRUVATE_METABOLISM	0.3988928	0.3722098	0.574359	0.565873	0.8133333	0.8055556
REACTOME_PYRUVATE_METABOLISM_AND_TCA_CYCLE	0.5810023	0.4581473	0.6889894	0.5126984	0.8666667	0.75
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	0.6421911	0.6160714	0.5677225	0.6150794	0.7466667	0.625
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.3951049	0.3398438	0.5689291	0.6531746	0.8	0.2916667
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.6113054	0.5825893	0.6555053	0.6198413	0.2933333	0.4444444
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.4892191	0.4453125	0.478733	0.5039683	0.7333333	0.1805556
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	0.6742424	0.4592634	0.5912519	0.5428571	0.52	0
REACTOME_REGULATION_OF_APC_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE	0.6858974	0.3677455	0.6627451	0.4880952	0.6933333	0.7083333
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.6882284	0.5279018	0.6829563	0.5301587	0.6266667	0.8333333
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.6899767	0.4040179	0.6699849	0.4968254	0.6266667	0.625
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	0.625	0.4888393	0.6313725	0.4444444	0.76	0.1111111
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS	0.4111305	0.4397321	0.6197587	0.5373016	0.02666667	0.2916667
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.6491841	0.5491071	0.6669683	0.6515873	0.8533333	0.75
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.4810606	0.453125	0.5891403	0.5452381	0.6933333	0.8333333
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_FREE_FATTY_ACIDS	0.4641608	0.4575893	0.5843137	0.5674603	0.76	0.7361111
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE_1	0.5856643	0.5379464	0.6449472	0.5603175	0.6	0.8055556
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA	0.481352	0.6171875	0.6146305	0.5793651	0.7466667	0.6666667
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE	0.6048951	0.5100446	0.6772247	0.5797619	0.7066667	0.75
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_COMPLEX	0.4038462	0.40625	0.5463047	0.5873016	0.9066667	0.5555556
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	0.655303	0.452567	0.6202112	0.4746032	0.7866667	0.04166667
REACTOME_REMOVAL_OF_DNA_PATCH_CONTAINING_ABASIC_RESIDUE	0.4848485	0.5345982	0.5043741	0.5357143	0.7333333	0.5555556
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE	0.4618298	0.3716518	0.5269985	0.497619	0.6933333	0.125
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	0.5029138	0.4012277	0.5239819	0.468254	0.6666667	0
REACTOME_REPAIR_SYNTHESIS_OF_PATCH_27_30_BASES_LONG_BY_DNA_POLYMERASE	0.5017483	0.328125	0.6054299	0.5698413	0.28	0.02777778
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.576049	0.4631696	0.4307692	0.4888889	0.6	0.7708333
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	0.6736597	0.5876116	0.6618401	0.5531746	0.4666667	0.1111111
REACTOME_REV_MEDIATED_NUCLEAR_EXPORT_OF_HIV1_RNA	0.6107226	0.4285714	0.6410256	0.452381	0.7733333	0.1805556
REACTOME_RHO_GTPASE_CYCLE	0.650641	0.6071429	0.7321267	0.547619	0.8533333	0.875
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION	0.4504662	0.5959821	0.5855204	0.7055556	0.7866667	0.01388889
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	0.6503497	0.5546875	0.6518854	0.5333333	0.8	0.7222222
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION	0.6474359	0.5267857	0.6636501	0.5936508	0.8	0.75
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.5501166	0.2896205	0.5912519	0.6738095	0.7866667	0.6111111
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.5868298	0.5479911	0.6316742	0.65	0.8	0.125
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	0.5827506	0.6149554	0.5553544	0.6746032	0.7866667	0.2916667
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	0.6847319	0.5412946	0.7116139	0.502381	0.8133333	0.5694444
REACTOME_RNA_POLYMERASE_I_CHAIN_ELONGATION	0.6305361	0.5970982	0.6726998	0.5246032	0.8266667	0.75
REACTOME_RNA_POLYMERASE_I_III_AND_MITOCHONDRIAL_TRANSCRIPTION	0.7074592	0.6450893	0.6971342	0.6936508	0.8133333	0.625
REACTOME_RNA_POLYMERASE_I_PROMOTER_CLEARANCE	0.7529138	0.6495536	0.7285068	0.6611111	0.8533333	0.6111111
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	0.5629371	0.6964286	0.6648567	0.6428571	0.8	0.9444444
REACTOME_RNA_POLYMERASE_I_PROMOTER_OPENING	0.6614219	0.5658482	0.6334842	0.552381	0.8666667	0.1666667
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	0.6019814	0.6177455	0.6603318	0.6095238	0.7866667	0.75
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	0.5990676	0.6601562	0.6778281	0.6333333	0.8	0.9027778
REACTOME_RNA_POL_II_CTD_PHOSPHORYLATION_AND_INTERACTION_WITH_CE	0.6555944	0.6450893	0.5963801	0.5849206	0.8	0.875
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.6148019	0.3939732	0.5900452	0.4944444	0.6133333	0.875
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.6346154	0.4542411	0.6084465	0.5357143	0.6933333	0.8333333
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	0.4452214	0.5948661	0.5438914	0.581746	0.8	0.8055556
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	0.4842657	0.4174107	0.4748115	0.5825397	0.5466667	0.8333333
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	0.5576923	0.5256696	0.572549	0.5444444	0.8	0.25
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.6608392	0.5368304	0.6693816	0.5626984	0.8	0.5277778
REACTOME_SEMAPHORIN_INTERACTIONS	0.6206294	0.4542411	0.6470588	0.584127	0.8266667	0.5555556
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	0.4568765	0.3850446	0.3713424	0.3634921	0.2133333	0.3055556
REACTOME_SEROTONIN_RECEPTORS	0.4137529	0.5379464	0.4395173	0.515873	0.3466667	0.04166667
REACTOME_SHCMEDIATED_CASCADE	0.4111305	0.4335938	0.3638009	0.5365079	0.8	0.01388889
REACTOME_SHC_MEDIATED_SIGNALLING	0.641317	0.6344866	0.6099548	0.618254	0.7733333	0.5416667
REACTOME_SHC_RELATED_EVENTS	0.6585082	0.640067	0.5843137	0.6515873	0.7466667	0.5555556
REACTOME_SIGNALING_BY_BMP	0.6841492	0.5647321	0.6600302	0.5309524	0.7466667	0.125
REACTOME_SIGNALING_BY_EGFR	0.6331585	0.5753348	0.681448	0.6	0.8133333	0.6805556
REACTOME_SIGNALING_BY_NOTCH	0.5757576	0.6484375	0.4473605	0.6380952	0.7466667	0
REACTOME_SIGNALING_BY_PDGF	0.6596737	0.5373884	0.584917	0.4642857	0.84	0.8055556
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	0.6095571	0.4073661	0.5641026	0.5214286	0.7733333	0.5277778
REACTOME_SIGNALING_BY_TGF_BETA	0.6124709	0.5691964	0.7131222	0.547619	0.6266667	0.5138889
REACTOME_SIGNALING_BY_VEGF	0.4667832	0.4481027	0.4199095	0.4198413	0.8	0.06944444
REACTOME_SIGNALING_BY_WNT	0.6284965	0.4559152	0.5870287	0.5095238	0.7733333	0.8194444
REACTOME_SIGNALING_IN_IMMUNE_SYSTEM	0.7342657	0.6227679	0.8021116	0.5857143	0.8	0.7638889
REACTOME_SIGNALLING_BY_NGF	0.6754079	0.655692	0.6959276	0.6634921	0.8266667	0.7916667
REACTOME_SIGNALLING_TO_ERKS	0.6124709	0.6227679	0.6012066	0.6007937	0.7733333	0.7361111
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	0.6247086	0.6484375	0.5571644	0.702381	0.7866667	0.1666667
REACTOME_SIGNALLING_TO_RAS	0.5667249	0.6328125	0.4992459	0.6206349	0.8	0.6527778
REACTOME_SIGNAL_AMPLIFICATION	0.6150932	0.5145089	0.5764706	0.5746032	0.8	0.9027778
REACTOME_SIGNAL_ATTENUATION	0.4609557	0.640625	0.5149321	0.6111111	0.6666667	0.1111111
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.5675991	0.6808036	0.6140271	0.6253968	0.72	0.8194444
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.4784382	0.4877232	0.3960784	0.5698413	0.1866667	0.5972222
REACTOME_SNRNP_ASSEMBLY	0.7205711	0.3158482	0.6702866	0.3777778	0.8	0.6388889
REACTOME_SOS_MEDIATED_SIGNALLING	0.6864802	0.640625	0.60181	0.5944444	0.7733333	0.5694444
REACTOME_SPHINGOLIPID_METABOLISM	0.5437063	0.5145089	0.612368	0.568254	0.7333333	0.1805556
REACTOME_STABILIZATION_OF_P53	0.5984848	0.4854911	0.5930618	0.5174603	0.6933333	0.7916667
REACTOME_STEROID_HORMONES	0.5483683	0.4905134	0.4446456	0.5150794	0.16	0.08333333
REACTOME_STEROID_HORMONE_BIOSYNTHESIS	0.6060606	0.4933036	0.4455505	0.547619	0.1066667	0.02777778
REACTOME_STEROID_METABOLISM	0.6346154	0.6372768	0.5515837	0.6880952	0.4933333	0.8472222
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.5506993	0.4860491	0.6377074	0.618254	0.6933333	0.02777778
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.6433566	0.5714286	0.6165913	0.5912698	0	0.5694444
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.4044289	0.4241071	0.4027149	0.5674603	0.09333333	0.6388889
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.4889277	0.4966518	0.415083	0.6119048	0.6933333	0.1805556
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.6078089	0.5898438	0.4965309	0.5388889	0	0.4027778
REACTOME_SYNTHESIS_OF_DNA	0.6812354	0.5797991	0.6886878	0.5706349	0.8266667	0.5694444
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL	0.4679487	0.4570312	0.4289593	0.4595238	0.4666667	0.04166667
REACTOME_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.4289044	0.4051339	0.4956259	0.6126984	0.78	0.2083333
REACTOME_S_PHASE	0.7068765	0.578125	0.7254902	0.5234127	0.84	0.7361111
REACTOME_TAT_MEDIATED_HIV1_ELONGATION_ARREST_AND_RECOVERY	0.5955711	0.5848214	0.6546003	0.5555556	0.8	0.4722222
REACTOME_TCR_SIGNALING	0.6264569	0.453125	0.6476621	0.5087302	0.8133333	0.6944444
REACTOME_TELOMERE_MAINTENANCE	0.6765734	0.6160714	0.7134238	0.5896825	0.68	0.6388889
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.6515152	0.5920759	0.6346908	0.6043651	0.8	0.01388889
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS	0.6381119	0.4196429	0.6159879	0.5880952	0.8	0.5416667
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.6293706	0.5345982	0.6087481	0.6277778	0.8	0.6805556
REACTOME_TIE2_SIGNALING	0.5844988	0.640067	0.4941176	0.6547619	0.68	0.4722222
REACTOME_TIGHT_JUNCTION_INTERACTIONS	0.4574592	0.3950893	0.5809955	0.7079365	0.3466667	0.08333333
REACTOME_TOLL_LIKE_RECEPTOR_3_CASCADE	0.641317	0.5608259	0.6503771	0.4781746	0.8	0.8472222
REACTOME_TOLL_LIKE_RECEPTOR_4_CASCADE	0.5314685	0.6138393	0.5740573	0.6357143	0.72	0.5972222
REACTOME_TOLL_LIKE_RECEPTOR_9_CASCADE	0.5780886	0.5915179	0.6006033	0.6301587	0.5733333	0.875
REACTOME_TOLL_RECEPTOR_CASCADES	0.6844406	0.6026786	0.6745098	0.547619	0.8133333	0.8888889
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_THE_ANTIVIRAL_CYTOKINE_IFN_ALPHA_BETA_CASCADE	0.6573427	0.5608259	0.6657617	0.5404762	0.8133333	0.8888889
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.5250583	0.6395089	0.4799397	0.5992063	0.4533333	0.9166667
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0.539627	0.7282366	0.4778281	0.6801587	0.88	0.9722222
REACTOME_TRANSCRIPTION	0.7191142	0.5758929	0.7176471	0.6222222	0.8266667	0.7083333
REACTOME_TRANSCRIPTION_COUPLED_NER	0.5909091	0.5697545	0.66727	0.6047619	0.8	0.2361111
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	0.6363636	0.5033482	0.6147813	0.5119048	0.8	0.6388889
REACTOME_TRANSFORMATION_OF_LANOSTEROL_TO_CHOLESTEROL	0.6142191	0.6015625	0.6277526	0.6309524	0.4	0
REACTOME_TRANSLATION	0.7156177	0.390625	0.7285068	0.5753968	0.7866667	0.8055556
REACTOME_TRANSLATION_INITIATION_COMPLEX_FORMATION	0.6952214	0.4441964	0.678733	0.5309524	0.7733333	0.09722222
REACTOME_TRANSLOCATION_OF_ZAP70_TO_IMMUNOLOGICAL_SYNAPSE	0.5238928	0.4330357	0.6075415	0.5126984	0.7866667	0.2222222
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.6255828	0.6685268	0.6312217	0.6309524	0.7466667	0.7638889
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.6541375	0.6573661	0.6799397	0.597619	0.7066667	0.8472222
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRON_CONTAINING_TRANSCRIPT	0.6888112	0.3113839	0.6588235	0.415873	0.8	0.3472222
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	0.5722611	0.3504464	0.666365	0.397619	0.76	0.06944444
REACTOME_TRANSPORT_OF_THE_SLBP_INDEPENDENT_MATURE_MRNA	0.6480186	0.3861607	0.6895928	0.4	0.7866667	0.09722222
REACTOME_TRIACYLGLYCERIDE_BIOSYNTHESIS	0.777972	0.6858259	0.6829563	0.6190476	0.68	0.1666667
REACTOME_TRKA_SIGNALLING_FROM_THE_PLASMA_MEMBRANE	0.6532634	0.6049107	0.66727	0.5992063	0.7866667	0.7777778
REACTOME_TRNA_AMINOACYLATION	0.6430653	0.5602679	0.6060332	0.5861111	0.8133333	0.6111111
REACTOME_UNFOLDED_PROTEIN_RESPONSE	0.6451049	0.6964286	0.5954751	0.5420635	0.4666667	0.09722222
REACTOME_UNWINDING_OF_DNA	0.5681818	0.5323661	0.3650075	0.602381	0.7866667	0
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	0.5705128	0.5546875	0.6223228	0.5452381	0.7866667	0.8194444
REACTOME_VIRAL_DSRNA_TLR3_TRIF_COMPLEX_ACTIVATES_RIP1	0.6888112	0.4185268	0.599095	0.4587302	0.84	0.1944444
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	0.6317016	0.625558	0.6310709	0.5714286	0.72	0.8333333
REACTOME_VIRAL_MRNA_TRANSLATION	0.7278555	0.4029018	0.7505279	0.6	0.64	0.2361111
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.5037879	0.5089286	0.4199095	0.6380952	0.2933333	0
