	Utah Expression 24vs35 AUCs	Ontario Expression 24vs35 AUCs	Utah Expression 0124vs35 AUCs	Ontario Expression 0124vs35 AUCs	Lim AUCs	Bellacosa Breast AUCs	Utah Expression 24vs35 PermutedAUCs	Ontario Expression 24vs35 PermutedAUCs	Utah Expression 0124vs35 PermutedAUCs	Ontario Expression 0124vs35 PermutedAUCs	Lim PermutedAUCs	Bellacosa Breast PermutedAUCs	NumControlNonMut	NumControlMut	NumCancerNonMut	NumCancerMut	Utah Exome 24vs35	Rank.p.value	Rank.p.value
KEGG_BASE_EXCISION_REPAIR	0.5926573	0.6752232	0.6518854	0.6079365	0.8	0.5277778	0.065	0.012	0.006	0.064	0.025	0.451	11	5	16	3	0.999998577957277	0.50413842634271	0.358989666841744
KEGG_PHAGOSOME	0.6381119	0.4988839	0.6102564	0.5571429	0.76	0.8472222	0.017	0.511	0.027	0.225	0.045	0.013	9	7	10	9	0.450538211859596	0.645661716064312	0.359480627193757
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.6311189	0.5239955	0.6425339	0.5309524	0.6933333	0.7083333	0.016	0.403	0.006	0.335	0.1	0.085	13	3	12	7	0.148268988981226	0.333308027531968	0.361722300891534
BIOCARTA_IGF1_PATHWAY	0.6206294	0.7131696	0.7146305	0.5857143	0.8	0.3055556	0.028	0.005	0.001	0.117	0.03	0.92	14	2	17	2	0.998542629838389	0.315150369551572	0.362449599023787
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.5250583	0.6395089	0.4799397	0.5992063	0.4533333	0.9166667	0.358	0.041	0.647	0.083	0.624	0.002	15	1	15	4	0.147932152047134	0.267038123430858	0.362667936939152
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	0.6818182	0.4955357	0.5873303	0.5777778	0	0.8888889	0.001	0.529	0.055	0.14	1	0.005	16	0	17	2	0.126223639753789	0.130574685912374	0.363708909486728
REACTOME_SHC_RELATED_EVENTS	0.6585082	0.640067	0.5843137	0.6515873	0.7466667	0.5555556	0.008	0.029	0.065	0.015	0.059	0.38	16	0	19	0	NA	0.0957389930008619	0.364905190009582
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.6899767	0.4040179	0.6699849	0.4968254	0.6266667	0.625	0.003	0.899	0.001	0.502	0.206	0.223	14	2	13	6	0.105263382096473	0.317579913612854	0.365178110490756
REACTOME_MITOTIC_PROMETAPHASE	0.7552448	0.3805804	0.6639517	0.4301587	0.8666667	0.7638889	0.001	0.953	0.005	0.84	0.008	0.041	12	4	15	4	0.998542629838389	0.708775932539314	0.365470300287018
BIOCARTA_PGC1A_PATHWAY	0.5850816	0.5652902	0.7363499	0.5960317	0.3466667	0.7222222	0.1	0.226	0.001	0.084	0.845	0.067	15	1	18	1	0.998542629836967	0.708133978430009	0.367810173700377
KEGG_RIBOSOME	0.7051282	0.3861607	0.7348416	0.5206349	0.7466667	0.2916667	0.002	0.938	0.001	0.386	0.049	0.93	15	1	15	4	0.147932152047134	0.369098475764294	0.371603086060508
BIOCARTA_MPR_PATHWAY	0.6899767	0.530692	0.7286576	0.5063492	0.7866667	0.5555556	0.001	0.352	0.001	0.493	0.033	0.377	16	0	19	0	NA	0.204240022940836	0.372190894414381
KEGG_TYPE_I_DIABETES_MELLITUS	0.4632867	0.4899554	0.5693816	0.597619	0.3733333	0.9305556	0.718	0.53	0.113	0.09	0.797	0.001	15	1	16	3	0.299008846014946	0.826582028720758	0.372509391996964
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.5874126	0.4921875	0.6458522	0.5587302	0.8133333	0.6805556	0.104	0.551	0.004	0.179	0.029	0.119	13	3	17	2	0.99854262983839	0.910252701024578	0.373104370959899
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.6142191	0.6372768	0.5595777	0.5761905	0.76	0.6666667	0.029	0.039	0.163	0.146	0.036	0.148	16	0	18	1	0.283260628088936	0.145271708911155	0.373297378303651
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	0.6538462	0.6495536	0.6174962	0.5670635	0.84	0.3055556	0.005	0.028	0.027	0.188	0.015	0.916	12	4	12	7	0.299017324688537	0.0899595690041796	0.373982722393888
REACTOME_STEROID_METABOLISM	0.6346154	0.6372768	0.5515837	0.6880952	0.4933333	0.8472222	0.023	0.039	0.182	0.006	0.533	0.01	13	3	15	4	0.479819232415823	0.288635728017166	0.374353893617818
BIOCARTA_ERK5_PATHWAY	0.6282051	0.6707589	0.6033183	0.6126984	0.4266667	0.8333333	0.021	0.015	0.039	0.051	0.688	0.014	15	1	17	2	0.392356272835336	0.170274343908951	0.374622117813953
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.6276224	0.5446429	0.6304676	0.568254	0.68	0.6111111	0.023	0.287	0.009	0.157	0.131	0.25	13	3	12	7	0.148268988981226	0.294886160194345	0.375088502626018
BIOCARTA_G2_PATHWAY	0.729021	0.6573661	0.641629	0.6571429	0.6933333	0.08333333	0.002	0.023	0.008	0.013	0.101	1	15	1	15	4	0.147932152047134	0.0235427925773098	0.37629608904968
BIOCARTA_RARRXR_PATHWAY	0.6433566	0.5178571	0.666365	0.5865079	0.8	0	0.009	0.404	0.001	0.119	0.022	1	15	1	18	1	0.998542629836967	0.603545041283799	0.380770475444535
BIOCARTA_RB_PATHWAY	0.6952214	0.6830357	0.6808446	0.6190476	0.72	0.2777778	0.002	0.008	0.002	0.052	0.087	0.93	16	0	19	0	NA	0.0268589400948429	0.384222802292854
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.6013986	0.4972098	0.6951735	0.5238095	0.7066667	0.5	0.074	0.5	0.001	0.366	0.093	0.521	12	4	11	8	0.230558918839363	0.543374246556683	0.385206555161298
KEGG_PROPANOATE_METABOLISM	0.6130536	0.5904018	0.5155354	0.752381	0.68	0.3472222	0.035	0.129	0.412	0.001	0.122	0.853	12	4	10	9	0.104119802308224	0.154400527169395	0.38528407059481
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.6631702	0.5401786	0.681448	0.5285714	0.7733333	0.6944444	0.005	0.288	0.002	0.338	0.04	0.11	13	3	15	4	0.479819232415823	0.417774837697528	0.38749833778924
REACTOME_SIGNAL_AMPLIFICATION	0.6150932	0.5145089	0.5764706	0.5746032	0.8	0.9027778	0.035	0.388	0.088	0.142	0.028	0.006	15	1	19	0	0.999999002165685	0.847020378671243	0.388619655986453
REACTOME_SIGNALLING_TO_ERKS	0.6124709	0.6227679	0.6012066	0.6007937	0.7733333	0.7361111	0.04	0.045	0.047	0.084	0.042	0.06	15	1	18	1	0.998542629836967	0.410314294581871	0.389393962987217
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.6689977	0.4174107	0.6823529	0.5710317	0.7466667	0.09722222	0.005	0.87	0.001	0.148	0.067	0.999	16	0	18	1	0.283260628088936	0.485424300762588	0.389847843929152
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.5681818	0.5758929	0.6449472	0.6373016	0.56	0.4305556	0.149	0.178	0.004	0.021	0.353	0.696	14	2	15	4	0.325413189762337	0.541112756192664	0.389904206788202
SA_G1_AND_S_PHASES	0.6724942	0.640067	0.5668175	0.6190476	0.8533333	0.06944444	0.003	0.03	0.113	0.056	0.005	1	15	1	16	3	0.299008846014946	0.0624438030712477	0.390067326275145
KEGG_LEISHMANIASIS	0.5308858	0.6261161	0.6129713	0.6103175	0.5333333	0.875	0.322	0.048	0.026	0.069	0.418	0.007	11	5	13	6	0.524563922587007	0.575794661701582	0.390451153878908
BIOCARTA_TOLL_PATHWAY	0.6264569	0.5446429	0.6208145	0.565873	0.7066667	0.8888889	0.027	0.269	0.013	0.167	0.088	0.002	13	3	16	3	0.998542629838389	0.677513338049538	0.391081079082909
BIOCARTA_NGF_PATHWAY	0.5938228	0.6378348	0.6588235	0.5361111	0.6933333	0.625	0.067	0.03	0.005	0.31	0.112	0.238	16	0	17	2	0.126223639753789	0.11426565588726	0.392917205062131
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.6182984	0.5837054	0.6648567	0.5071429	0.7866667	0.8055556	0.035	0.135	0.002	0.475	0.028	0.018	15	1	19	0	0.999999002165685	0.709768152452812	0.393350307669707
BIOCARTA_G1_PATHWAY	0.7820513	0.5072545	0.5230769	0.5293651	0.7733333	0.9027778	0.001	0.473	0.324	0.332	0.042	0.003	15	1	16	3	0.299008846014946	0.21887627641693	0.394457364202555
REACTOME_HUMAN_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	0.6771562	0.4765625	0.5671192	0.4547619	0.8266667	0.5694444	0.005	0.623	0.139	0.739	0.019	0.349	16	0	16	3	0.0584014564040313	0.217468617183232	0.396619176252108
REACTOME_NCAM1_INTERACTIONS	0.6891026	0.7142857	0.5852187	0.615873	0.72	0.8472222	0.003	0.002	0.079	0.05	0.088	0.009	13	3	16	3	0.998542629838389	0.144900830739006	0.397231341064614
KEGG_SPLICEOSOME	0.7278555	0.5011161	0.7239819	0.5611111	0.7866667	0.5138889	0.001	0.492	0.001	0.202	0.033	0.476	13	3	16	3	0.998542629838389	0.495901515957916	0.399144457350641
KEGG_PRION_DISEASES	0.5856643	0.6651786	0.5342383	0.6222222	0.8	0	0.1	0.014	0.279	0.034	0.027	1	16	0	17	2	0.126223639753789	0.108965621823046	0.399677268505078
BIOCARTA_IL2_PATHWAY	0.6153846	0.5613839	0.6229261	0.5222222	0.7866667	0.8055556	0.035	0.215	0.009	0.392	0.03	0.019	14	2	17	2	0.998542629838389	0.672493148500549	0.402255827597767
KEGG_FAT_DIGESTION_AND_ABSORPTION	0.4213287	0.6640625	0.4717949	0.5849206	0.5866667	0.9166667	0.888	0.019	0.688	0.122	0.286	0.004	13	3	12	7	0.148268988981226	0.343905696642812	0.402668280739922
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.6031469	0.4776786	0.5622926	0.5888889	0.7466667	0.7361111	0.058	0.607	0.135	0.102	0.056	0.056	16	0	19	0	NA	0.788608795727904	0.403303657654171
KEGG_GNRH_SIGNALING_PATHWAY	0.6963869	0.5178571	0.6226244	0.5293651	0.8	0.6805556	0.001	0.415	0.014	0.347	0.023	0.112	11	5	13	6	0.524563922587007	0.358087941676799	0.40383495522737
REACTOME_COLLAGEN_MEDIATED_ACTIVATION_CASCADE	0.5967366	0.6707589	0.6262443	0.6238095	0.3333333	0.3194444	0.07	0.012	0.015	0.047	0.872	0.896	15	1	12	7	0.0199704978900412	0.0506305964936977	0.404449620361036
KEGG_PARKINSONS_DISEASE	0.6124709	0.5591518	0.6319759	0.534127	0.8133333	0.8194444	0.038	0.221	0.008	0.322	0.02	0.02	7	9	16	3	1	0.837122810297782	0.404583547669503
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.5815851	0.6060268	0.6072398	0.597619	0.6666667	0.8333333	0.109	0.101	0.034	0.091	0.164	0.013	1	15	1	18	0.524559586853481	0.562590073936528	0.405110718028776
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.6736597	0.5982143	0.6321267	0.5595238	0.8	0.6388889	0.003	0.104	0.014	0.198	0.02	0.205	12	4	15	4	0.998542629838389	0.337581815103548	0.405187488262724
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.6252914	0.5814732	0.6238311	0.6880952	0.72	0.4722222	0.026	0.155	0.017	0.006	0.082	0.588	8	8	9	10	0.479823555520851	0.473729138619124	0.405620850643083
KEGG_PEROXISOME	0.6375291	0.6852679	0.6558069	0.6777778	0.52	0.75	0.015	0.009	0.004	0.005	0.473	0.058	8	8	13	6	0.999999002165685	0.379522723026591	0.406528731121661
REACTOME_VIRAL_DSRNA_TLR3_TRIF_COMPLEX_ACTIVATES_RIP1	0.6888112	0.4185268	0.599095	0.4587302	0.84	0.1944444	0.002	0.865	0.034	0.691	0.012	0.984	16	0	15	4	0.0348849651021161	0.207246822547554	0.406761429281925
REACTOME_OPIOID_SIGNALLING	0.6544289	0.4916295	0.6886878	0.5384921	0.7733333	0.6666667	0.005	0.552	0.001	0.302	0.042	0.135	13	3	16	3	0.998542629838389	0.687076502020748	0.407845871380564
REACTOME_METABOLISM_OF_MRNA	0.7960373	0.4040179	0.6310709	0.5611111	0.8	0.6805556	0.001	0.897	0.014	0.201	0.029	0.123	15	1	18	1	0.998542629836967	0.617944779745839	0.409131142893996
REACTOME_MICRORNA_BIOGENESIS	0.5777972	0.6702009	0.5659125	0.5936508	0.8	0.625	0.098	0.012	0.133	0.083	0.023	0.231	15	1	18	1	0.998542629836967	0.393300125358995	0.410449362522282
KEGG_TUBERCULOSIS	0.6736597	0.5669643	0.6739065	0.5055556	0.6266667	0.9583333	0.003	0.189	0.002	0.491	0.222	0.001	10	6	11	8	0.441559824471571	0.283337173477555	0.41225183203974
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	0.5693473	0.53125	0.6527903	0.5650794	0.7866667	0.3611111	0.13	0.344	0.006	0.181	0.035	0.845	13	3	13	6	0.299017182565478	0.626748800255973	0.412597314969557
REACTOME_PECAM1_INTERACTIONS	0.541958	0.5390625	0.6708899	0.5376984	0.6933333	0.4722222	0.239	0.296	0.001	0.31	0.114	0.587	16	0	18	1	0.283260628088936	0.569393156286813	0.414314010345659
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.6535548	0.515067	0.6669683	0.5611111	0.8	0.4722222	0.006	0.414	0.002	0.203	0.03	0.588	15	1	18	1	0.998542629836967	0.57601859058729	0.414725793308402
BIOCARTA_IL12_PATHWAY	0.6748252	0.6350446	0.6828054	0.5650794	0.6666667	0.1805556	0.005	0.038	0.001	0.189	0.154	0.982	15	1	15	4	0.147932152047134	0.0475581002490135	0.415781634897247
REACTOME_TRANSCRIPTION_COUPLED_NER	0.5909091	0.5697545	0.66727	0.6047619	0.8	0.2361111	0.067	0.181	0.004	0.068	0.027	0.969	14	2	17	2	0.998542629838389	0.695389474296747	0.416588313139097
KEGG_SULFUR_RELAY_SYSTEM	0.3948135	0.3041295	0.4410256	0.6071429	0.7466667	0.9444444	0.941	0.999	0.856	0.052	0.058	0.003	15	1	18	1	0.998542629836967	0.988623456131549	0.417355675223514
REACTOME_SIGNALLING_TO_RAS	0.5667249	0.6328125	0.4992459	0.6206349	0.8	0.6527778	0.162	0.041	0.501	0.043	0.027	0.161	15	1	18	1	0.998542629836967	0.543438547508753	0.418450656892951
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.5501166	0.2896205	0.5912519	0.6738095	0.7866667	0.6111111	0.234	0.998	0.061	0.006	0.031	0.24	15	1	19	0	0.999999002165685	0.987711474672981	0.419445410350648
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.6346154	0.5959821	0.6182504	0.5579365	0.7866667	0.7361111	0.016	0.092	0.023	0.208	0.032	0.063	15	1	18	1	0.998542629836967	0.404483831219305	0.420285416234367
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.6486014	0.5167411	0.6757164	0.4730159	0.7333333	0.8888889	0.01	0.417	0.002	0.67	0.071	0.004	15	1	18	1	0.998542629836967	0.619989142149234	0.422260042223175
BIOCARTA_EIF4_PATHWAY	0.5996503	0.6489955	0.6467572	0.5333333	0.7466667	0.3333333	0.065	0.028	0.011	0.338	0.052	0.88	16	0	15	4	0.0348849651021161	0.0665958719006313	0.426849867292995
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	0.6247086	0.6484375	0.5571644	0.702381	0.7866667	0.1666667	0.033	0.018	0.141	0.001	0.032	0.991	16	0	19	0	NA	0.16541661730554	0.427789690968988
BIOCARTA_MYOSIN_PATHWAY	0.6824009	0.6551339	0.5906486	0.6261905	0.72	0.6111111	0.004	0.029	0.055	0.036	0.082	0.243	15	1	17	2	0.392356272835336	0.105988787114143	0.428415624408395
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE_1	0.5856643	0.5379464	0.6449472	0.5603175	0.6	0.8055556	0.104	0.31	0.004	0.205	0.277	0.02	13	3	15	4	0.479819232415823	0.716855903013878	0.430061124186921
REACTOME_PD1_SIGNALING	0.5798368	0.4933036	0.6042232	0.4916667	0.8	0.5416667	0.102	0.566	0.041	0.571	0.025	0.429	16	0	17	2	0.126223639753789	0.530674351538593	0.430445123577916
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_FREE_FATTY_ACIDS	0.4641608	0.4575893	0.5843137	0.5674603	0.76	0.7361111	0.703	0.706	0.066	0.172	0.046	0.058	15	1	17	2	0.392356272835336	0.919231753092113	0.430905709052094
REACTOME_MEMBRANE_TRAFFICKING	0.6072261	0.5334821	0.7028658	0.5261905	0.8133333	0.7361111	0.036	0.349	0.001	0.368	0.029	0.057	9	7	18	1	1	0.888123123279694	0.431324752587754
BIOCARTA_SALMONELLA_PATHWAY	0.701049	0.4313616	0.681448	0.3769841	0.8	0.375	0.002	0.826	0.001	0.966	0.03	0.817	16	0	18	1	0.283260628088936	0.383948171522524	0.431356674280937
REACTOME_RNA_POLYMERASE_I_CHAIN_ELONGATION	0.6305361	0.5970982	0.6726998	0.5246032	0.8266667	0.75	0.02	0.106	0.004	0.376	0.016	0.053	13	3	19	0	1	0.708206275515246	0.431631481507416
KEGG_ETHER_LIPID_METABOLISM	0.4702797	0.6417411	0.4986425	0.5539683	0.7733333	0.9166667	0.668	0.031	0.528	0.242	0.039	0.004	15	1	17	2	0.392356272835336	0.511011409440109	0.431658594391826
REACTOME_SOS_MEDIATED_SIGNALLING	0.6864802	0.640625	0.60181	0.5944444	0.7733333	0.5694444	0.003	0.039	0.034	0.109	0.042	0.31	16	0	19	0	NA	0.0680866342415187	0.43337505207473
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.5675991	0.6808036	0.6140271	0.6253968	0.72	0.8194444	0.16	0.013	0.021	0.033	0.077	0.019	3	13	9	10	0.999999999999919	0.702264733711907	0.43430125317218
REACTOME_HIV1_TRANSCRIPTION_ELONGATION	0.6127622	0.5870536	0.588537	0.5539683	0.8	0.5416667	0.027	0.115	0.055	0.208	0.028	0.417	15	1	16	3	0.299008846014946	0.269615331865851	0.434555442838681
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	0.6421911	0.6160714	0.5677225	0.6150794	0.7466667	0.625	0.009	0.062	0.106	0.05	0.056	0.215	16	0	19	0	NA	0.150214488235052	0.434678524914291
KEGG_PROTEIN_DIGESTION_AND_ABSORPTION	0.592366	0.5541295	0.5903469	0.5214286	0.8533333	0.6388889	0.076	0.274	0.052	0.392	0.013	0.194	12	4	13	6	0.392434653256401	0.613450002132695	0.436670772529826
REACTOME_TIE2_SIGNALING	0.5844988	0.640067	0.4941176	0.6547619	0.68	0.4722222	0.106	0.033	0.549	0.011	0.145	0.603	16	0	17	2	0.126223639753789	0.146201844535206	0.436789200187979
BIOCARTA_IL1R_PATHWAY	0.6631702	0.5820312	0.5598793	0.5952381	0.8	0.6597222	0.003	0.139	0.153	0.083	0.021	0.152	13	3	17	2	0.99854262983839	0.415057467399161	0.437828694678218
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.5821678	0.5446429	0.5170437	0.6928571	0.68	0.6388889	0.102	0.279	0.376	0.005	0.13	0.191	14	2	15	4	0.325413189762337	0.5812798848267	0.438285389794075
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.6034382	0.5669643	0.5987934	0.5646825	0.3866667	0.8333333	0.05	0.189	0.041	0.18	0.77	0.012	16	0	18	1	0.283260628088936	0.337392058181003	0.438301634669279
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	0.5122378	0.405692	0.5266968	0.5753968	0.8133333	0.3888889	0.429	0.898	0.32	0.13	0.027	0.786	14	2	14	5	0.230558918839363	0.832499199962726	0.439323471822082
BIOCARTA_MET_PATHWAY	0.6899767	0.7042411	0.6346908	0.5579365	0.7866667	0.6944444	0.001	0.002	0.007	0.206	0.036	0.094	12	4	16	3	0.998542629838389	0.0886156011028537	0.44148941492891
BIOCARTA_ASBCELL_PATHWAY	0.4248252	0.4107143	0.6431373	0.5531746	0.3333333	0.9027778	0.878	0.886	0.008	0.249	0.864	0.003	16	0	19	0	NA	0.981187300074823	0.441869129609575
BIOCARTA_BAD_PATHWAY	0.6462704	0.7321429	0.6464555	0.6055556	0.7466667	0	0.009	0.002	0.008	0.068	0.075	1	16	0	17	2	0.126223639753789	0.024528308833457	0.443142390927768
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.7249417	0.5401786	0.6618401	0.5162698	0.7333333	0.6666667	0.001	0.302	0.002	0.388	0.063	0.146	15	1	17	2	0.392356272835336	0.214140260996416	0.443431540264751
KEGG_VIRAL_MYOCARDITIS	0.6118881	0.547433	0.619457	0.5698413	0.7333333	0.8888889	0.034	0.309	0.023	0.168	0.075	0.007	11	5	14	5	0.998542629838389	0.726898757149952	0.444292320763698
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.7389277	0.6328125	0.6687783	0.5	0.8	0.5694444	0.001	0.036	0.002	0.489	0.027	0.34	12	4	14	5	0.524559699874622	0.0943022202869794	0.449514098458844
REACTOME_GLYCOLYSIS	0.6363636	0.6339286	0.6847662	0.6285714	0.56	0.04166667	0.02	0.046	0.002	0.036	0.37	1	15	1	15	4	0.147932152047134	0.0999797613843813	0.449523913234397
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.5850816	0.6205357	0.6343891	0.6285714	0.6	0.375	0.091	0.059	0.011	0.043	0.308	0.79	16	0	18	1	0.283260628088936	0.252243875761014	0.45023380789468
KEGG_GASTRIC_ACID_SECRETION	0.5850816	0.4754464	0.574359	0.6214286	0.7066667	0.7083333	0.089	0.634	0.102	0.04	0.085	0.098	13	3	15	4	0.479819232415823	0.835971007812667	0.450496629771644
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.5745921	0.6919643	0.573454	0.572619	0.76	0.7638889	0.143	0.003	0.1	0.16	0.051	0.041	14	2	16	3	0.441554681299689	0.31183351542341	0.451592121147771
BIOCARTA_P53_PATHWAY	0.4793124	0.5714286	0.4965309	0.5793651	0.6533333	0.7916667	0.621	0.154	0.544	0.141	0.156	0.033	15	1	15	4	0.147932152047134	0.472834076860908	0.45335851936134
BIOCARTA_INSULIN_PATHWAY	0.5687646	0.6584821	0.7101056	0.531746	0.6133333	0.7222222	0.132	0.021	0.001	0.323	0.244	0.081	14	2	16	3	0.441554681299689	0.375682455447394	0.453678708637088
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.715035	0.4335938	0.7055807	0.4888889	0.8133333	0.4583333	0.002	0.819	0.001	0.545	0.02	0.63	10	6	13	6	0.998542629838389	0.713906572040603	0.456789384058744
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	0.5938228	0.6601562	0.5481146	0.5674603	0.8	0.7083333	0.075	0.019	0.202	0.171	0.023	0.102	15	1	18	1	0.998542629836967	0.400332082298265	0.4570881182459
REACTOME_PYRUVATE_METABOLISM	0.3988928	0.3722098	0.574359	0.565873	0.8133333	0.8055556	0.939	0.95	0.091	0.187	0.018	0.019	13	3	19	0	1	0.997877187883719	0.458151132792419
REACTOME_CDC20_PHOSPHO_APC_MEDIATED_DEGRADATION_OF_CYCLIN_A	0.6777389	0.4866071	0.6470588	0.5285714	0.76	0.8333333	0.002	0.577	0.006	0.321	0.044	0.016	13	3	17	2	0.99854262983839	0.661029393837749	0.45850065634278
ST_P38_MAPK_PATHWAY	0.7027972	0.4899554	0.6965309	0.4960317	0.7866667	0.6666667	0.001	0.579	0.001	0.522	0.033	0.15	14	2	17	2	0.998542629838389	0.54375491208877	0.459553582796586
BIOCARTA_INTEGRIN_PATHWAY	0.7226107	0.6383929	0.7227753	0.5492063	0.7866667	0.625	0.001	0.041	0.001	0.257	0.033	0.212	12	4	17	2	0.999999002165685	0.240132577420782	0.460411508649306
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.6293706	0.3984375	0.6666667	0.3690476	0.8	0.75	0.019	0.913	0.003	0.979	0.023	0.05	14	2	17	2	0.998542629838389	0.890664514348766	0.463417354250983
KEGG_MALARIA	0.6491841	0.5267857	0.6006033	0.5738095	0.7466667	0.8611111	0.01	0.381	0.048	0.151	0.053	0.009	13	3	17	2	0.99854262983839	0.700109761397334	0.464225368394443
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.4213287	0.5993304	0.5927602	0.6365079	0.8	0.6111111	0.89	0.104	0.052	0.015	0.029	0.257	14	2	19	0	0.999999999670207	0.932009794281913	0.465180852498365
REACTOME_PLC_GAMMA1_SIGNALLING	0.4912587	0.5245536	0.4883861	0.6380952	0.6533333	0.6944444	0.577	0.422	0.579	0.025	0.176	0.105	15	1	16	3	0.299008846014946	0.761165773433389	0.466738672219456
REACTOME_METABLISM_OF_NUCLEOTIDES	0.6290793	0.6065848	0.6778281	0.6452381	0.6666667	0.4027778	0.026	0.098	0.002	0.017	0.148	0.766	11	5	14	5	0.998542629838389	0.524992450406869	0.467887452750799
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.5938228	0.4698661	0.6081448	0.5222222	0.8	0.6666667	0.071	0.656	0.025	0.375	0.028	0.142	12	4	13	6	0.392434653256401	0.790967140486176	0.473673965736557
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	0.5705128	0.5546875	0.6223228	0.5452381	0.7866667	0.8194444	0.129	0.239	0.019	0.237	0.027	0.021	14	2	19	0	0.999999999670207	0.892286884848289	0.475678145636696
REACTOME_SIGNALING_BY_TGF_BETA	0.6124709	0.5691964	0.7131222	0.547619	0.6266667	0.5138889	0.035	0.197	0.001	0.242	0.203	0.487	12	4	12	7	0.299017324688537	0.399711400653565	0.475811542014179
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.6113054	0.5825893	0.6555053	0.6198413	0.2933333	0.4444444	0.048	0.147	0.002	0.042	0.912	0.636	16	0	19	0	NA	0.427532225914978	0.476823619153765
BIOCARTA_AKT_PATHWAY	0.6689977	0.4888393	0.6714932	0.5134921	0.8133333	0.08333333	0.005	0.562	0.003	0.418	0.013	1	15	1	16	3	0.299008846014946	0.402860066268571	0.477418895219626
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.6853147	0.5602679	0.6799397	0.5404762	0.7866667	0.5	0.002	0.212	0.002	0.278	0.036	0.532	12	4	14	5	0.524559699874622	0.300157971629087	0.481455622502504
BIOCARTA_IL6_PATHWAY	0.5029138	0.6908482	0.6286576	0.5611111	0.76	0.6944444	0.485	0.008	0.01	0.205	0.051	0.106	15	1	18	1	0.998542629836967	0.517408181337397	0.481848127148902
BIOCARTA_SKP2E2F_PATHWAY	0.6879371	0.3387277	0.5001508	0.5849206	0.2666667	0.8888889	0.002	0.987	0.492	0.112	0.942	0.005	16	0	18	1	0.283260628088936	0.470039487378696	0.484845172491256
REACTOME_ELECTRON_TRANSPORT_CHAIN	0.6520979	0.5636161	0.5819005	0.5797619	0.8	0.6388889	0.007	0.194	0.061	0.13	0.026	0.193	14	2	17	2	0.998542629838389	0.501038038575071	0.489315569901617
