	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCA	Number instances predicted as dependent variable class BRCA correctly	Number instances predicted as dependent variable class BRCA incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCA	Number instances with dependent variable class BRCA predicted correctly	Number instances with dependent variable class BRCA predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCA	Proportion instances predicted as dependent variable class BRCA correctly	Proportion instances predicted as dependent variable class BRCA incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCA	Proportion instances with dependent variable class BRCA predicted correctly	Proportion instances with dependent variable class BRCA predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
Visvader_REACTOME_OPSINS_weka_svm_weights_r_svm_rbf	0.8800000000000001	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.3161746532053823	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	81.83343965315777	0.3888070720365073	89.66772276574578	14	6	-0.06666666666666665
Visvader_REACTOME_ORC1_REMOVAL_FROM_CHROMATIN_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.6923076923076923	0.2670832853678932	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	69.12743856580765	0.3376923538934098	77.87951029394654	18	2	0.6000000000000001
Visvader_REACTOME_OTHER_SEMAPHORIN_INTERACTIONS_weka_svm_weights_r_svm_rbf	0.49333333333333335	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.38585685904474054	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	99.86883410569756	0.47257404313130197	108.986284801441	14	6	-0.06666666666666665
Visvader_REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS_weka_svm_weights_r_svm_rbf	0.8	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.2464545254864726	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	63.78823012591056	0.3306161658302314	76.24758095129357	17	3	0.3999999999999999
Visvader_REACTOME_P2Y_RECEPTORS_weka_svm_weights_r_svm_rbf	0.44000000000000006	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.3690249911706986	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	95.51235065594553	0.4420504530576981	101.9468531414166	16	4	0.19999999999999996
Visvader_REACTOME_P38MAPK_EVENTS_weka_svm_weights_r_svm_rbf	0.5066666666666667	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.37802363322076055	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	97.84141095125567	0.458374552753761	105.71156050201091	14	6	-0.06666666666666665
Visvader_REACTOME_P53_INDEPENDENT_DNA_DAMAGE_RESPONSE_weka_svm_weights_r_svm_rbf	0.64	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.35371929704359295	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	91.55087688187112	0.4372678547238839	100.84387757245344	14	6	-0.06666666666666665
Visvader_REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES_weka_svm_weights_r_svm_rbf	0.68	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.32973226127321614	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	85.34246762365595	0.41484112384962385	95.67176515165282	15	5	0.1333333333333333
Visvader_REACTOME_P75NTR_SIGNALS_VIA_NFKB_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.2787995858435063	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	72.15989280655457	0.36447961034759946	84.05725874077439	16	4	0.3333333333333335
Visvader_REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING_weka_svm_weights_r_svm_rbf	0.8266666666666665	0.85	0.25	0.09999999999999998	25	0.15000000000000002	0.5714285714285713	0.24786110027475625	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	64.15228477699574	0.34521446252820065	79.61427902679232	17	3	0.5333333333333332
Visvader_REACTOME_PACKAGING_OF_TELOMERE_ENDS_weka_svm_weights_r_svm_rbf	0.72	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.3169330955549628	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	82.02974237893156	0.43487046311219063	100.2909847321245	15	5	0.1333333333333333
Visvader_REACTOME_PD1_SIGNALING_weka_svm_weights_r_svm_rbf	0.6666666666666666	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.34315859801132	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	88.81751948528283	0.41914967869641045	96.66541554874846	14	6	-0.06666666666666665
Visvader_REACTOME_PECAM1_INTERACTIONS_weka_svm_weights_r_svm_rbf	0.7066666666666667	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	0.07692307692307666	0.3391292554806287	17.0	13.0	4.0	3.0	1.0	2.0	15.0	13.0	2.0	5.0	1.0	4.0	0.85	0.7647058823529411	0.23529411764705882	0.15	0.3333333333333333	0.6666666666666666	0.75	0.8666666666666667	0.13333333333333333	0.25	0.2	0.8	87.77463083028037	0.4200776799233531	96.87943366397438	14	6	0.06666666666666665
Visvader_REACTOME_PEPTIDE_CHAIN_ELONGATION_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.75	0.25	0.0	25	0.25	0.1666666666666668	0.3191233515966127	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	82.59663217794682	0.39666426451424747	91.4797694271423	15	5	0.1333333333333333
Visvader_REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS_weka_svm_weights_r_svm_rbf	0.6933333333333334	0.75	0.25	0.0	50	0.25	0.28571428571428564	0.31980390090357774	16.0	13.0	3.0	4.0	2.0	2.0	15.0	13.0	2.0	5.0	2.0	3.0	0.8	0.8125	0.1875	0.2	0.5	0.5	0.75	0.8666666666666667	0.13333333333333333	0.25	0.4	0.6	82.77277435151424	0.42129149064123994	97.15936592542087	15	5	0.2666666666666666
Visvader_REACTOME_PEROXISOMAL_LIPID_METABOLISM_weka_svm_weights_r_svm_rbf	0.28	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.44014818802171635	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	113.92070748797364	0.5198578844358288	119.89101025097125	14	6	-0.06666666666666665
Visvader_REACTOME_PHASE_1_FUNCTIONALIZATION_OF_COMPOUNDS_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.75	0.25	0.0	25	0.25	0.37500000000000006	0.3010157374814241	14.0	12.0	2.0	6.0	3.0	3.0	15.0	12.0	3.0	5.0	3.0	2.0	0.7	0.8571428571428571	0.14285714285714285	0.3	0.5	0.5	0.75	0.8	0.2	0.25	0.6	0.4	77.9099555834274	0.4196156780826343	96.77288556865848	15	5	0.3999999999999999
Visvader_REACTOME_PHASE_1_FUNCTIONALIZATION_weka_svm_weights_r_svm_rbf	0.12	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.44911832181564393	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	116.24238917581373	0.5320789202927599	122.7094580980995	13	7	-0.1333333333333333
Visvader_REACTOME_PHASE_II_CONJUGATION_weka_svm_weights_r_svm_rbf	0.44000000000000006	0.75	0.25	0.0	25	0.25	0.1666666666666668	0.38036472761435663	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	98.4473412648923	0.48409696614775044	111.64373200546953	15	5	0.1333333333333333
Visvader_REACTOME_PHOSPHOLIPASE_CMEDIATED_CASCADE_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.3123802531399751	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	80.85135963622885	0.38480866158354593	88.74559869500322	17	3	0.3999999999999999
Visvader_REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.30969372725543665	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	80.15602352493654	0.38613901371467946	89.05240804764819	16	4	0.19999999999999996
Visvader_REACTOME_PHOSPHORYLATION_OF_THE_APC_weka_svm_weights_r_svm_rbf	0.21333333333333332	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.41422749570007855	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	107.21182241649092	0.49996745495211226	115.30382641376458	14	6	-0.06666666666666665
Visvader_REACTOME_PI3K_AKT_SIGNALLING_weka_svm_weights_r_svm_rbf	0.76	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.3037206137818743	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	78.61004121413218	0.37401985231327356	86.25745475885472	16	4	0.3333333333333335
Visvader_REACTOME_PI3K_CASCADE_weka_svm_weights_r_svm_rbf	0.7333333333333333	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.30057448981349	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	77.795750304668	0.37945323678675197	87.51051636109281	18	2	0.6000000000000001
Visvader_REACTOME_PKA_ACTIVATION_weka_svm_weights_r_svm_rbf	0.24	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4062168172692532	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	105.138470352042	0.46227661781950086	106.61146514288073	14	6	-0.06666666666666665
Visvader_REACTOME_PLATELET_ACTIVATION_TRIGGERS_weka_svm_weights_r_svm_rbf	0.8	0.95	0.25	0.19999999999999996	25	0.050000000000000044	0.857142857142857	0.23139255440813883	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	59.88983761151829	0.30546743985824787	70.44771476944648	19	1	0.8
Visvader_REACTOME_PLATELET_ACTIVATION_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.6923076923076923	0.2729537422112318	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	70.64685092526	0.34996359076656486	80.70953563317585	18	2	0.6000000000000001
Visvader_REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN_weka_svm_weights_r_svm_rbf	0.72	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.31369422601457153	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	81.19144673318323	0.39606477082299096	91.34151259496628	15	5	0.1333333333333333
Visvader_REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.2756013554703519	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	71.33211553350284	0.35268698113212443	81.33761117460779	17	3	0.3999999999999999
Visvader_REACTOME_PLATELET_DEGRANULATION_weka_svm_weights_r_svm_rbf	0.8400000000000001	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.7333333333333334	0.2452830593238438	15.0	14.0	1.0	5.0	4.0	1.0	15.0	14.0	1.0	5.0	4.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	63.485027119112516	0.3231559857149323	74.52709433859545	18	2	0.7333333333333334
Visvader_REACTOME_PLC_BETA_MEDIATED_EVENTS_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.2961249460187473	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	76.64410367544048	0.376246984758446	86.77108197661676	17	3	0.3999999999999999
Visvader_REACTOME_PLC_GAMMA1_SIGNALLING_weka_svm_weights_r_svm_rbf	0.72	0.75	0.25	0.0	NA	0.25	0.0	0.3251958501927804	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	84.16833769695494	0.41429217209899244	95.54516443647145	15	5	0.0
Visvader_REACTOME_POLYMERASE_SWITCHING_weka_svm_weights_r_svm_rbf	0.48	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.39551993273258035	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	102.36986494255021	0.4693646357112428	108.24612271211262	13	7	-0.1333333333333333
Visvader_REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY_weka_svm_weights_r_svm_rbf	0.76	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.2861196762631815	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	74.05450444458816	0.3723019588507608	85.86126959192643	16	4	0.19999999999999996
Visvader_REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS_weka_svm_weights_r_svm_rbf	0.8133333333333332	0.95	0.25	0.19999999999999996	NA	0.050000000000000044	0.857142857142857	0.27329850545385226	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	70.73608376452647	0.3372858372096642	77.78575833334864	19	1	0.8
Visvader_REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.27614122280922715	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	71.47184590356467	0.3549818030155102	81.86684911094058	18	2	0.6000000000000001
Visvader_REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS_weka_svm_weights_r_svm_rbf	0.6	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.3671920674747299	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	95.03794687581244	0.4375303958986924	100.90442551761815	15	5	0.1333333333333333
Visvader_REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC_weka_svm_weights_r_svm_rbf	0.6	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.3479183062727738	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	90.04944397648265	0.4243248899962105	97.85893656587918	16	4	0.19999999999999996
Visvader_REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA_weka_svm_weights_r_svm_rbf	0.8133333333333332	0.95	0.25	0.19999999999999996	25	0.050000000000000044	0.857142857142857	0.2254212444621871	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	58.34432209609548	0.2985756726424842	68.85831705393596	19	1	0.8
Visvader_REACTOME_PROSTANOID_HORMONES_weka_svm_weights_r_svm_rbf	0.25333333333333335	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.4200094319372633	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	108.70832356023286	0.508971787356248	117.38042954105764	13	7	-0.1333333333333333
Visvader_REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS_weka_svm_weights_r_svm_rbf	0.5733333333333334	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.3737662702570317	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	96.73950524299644	0.4492742400135478	103.6128221339125	15	5	0.1333333333333333
Visvader_REACTOME_PURINE_METABOLISM_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.30055871505060866	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	77.79166742486342	0.3853478597280954	88.86995000756558	16	4	0.19999999999999996
Visvader_REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.6133333333333333	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.3579173772205635	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	92.6374388100282	0.42944796633467786	99.0404340793357	14	6	-0.06666666666666665
Visvader_REACTOME_PURINE_SALVAGE_REACTIONS_weka_svm_weights_r_svm_rbf	0.2	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4146282067991797	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	107.31553587743475	0.4859724099699084	112.07625185606578	14	6	-0.06666666666666665
Visvader_REACTOME_PYRIMIDINE_CATABOLISM_weka_svm_weights_r_svm_rbf	0.06666666666666667	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4437066354028702	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	114.84171739838993	0.506321025592027	116.76910380115469	14	6	-0.06666666666666665
Visvader_REACTOME_PYRIMIDINE_METABOLISM_weka_svm_weights_r_svm_rbf	0.16	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.42345348421208284	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	109.59972532548026	0.508086301949992	117.17621653766396	14	6	-0.06666666666666665
Visvader_REACTOME_PYRUVATE_METABOLISM_AND_TCA_CYCLE_weka_svm_weights_r_svm_rbf	0.8133333333333332	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.2664437139188192	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	68.96190242604733	0.3507175743122598	80.8834213271556	17	3	0.3999999999999999
Visvader_REACTOME_PYRUVATE_METABOLISM_weka_svm_weights_r_svm_rbf	0.76	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.3190313393503711	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	82.57281724362545	0.4084067488548864	94.18785244868432	14	6	-0.06666666666666665
Visvader_REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR_weka_svm_weights_r_svm_rbf	0.8133333333333332	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.30903892096459934	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	79.98654424966101	0.3778387718287041	87.13818415140592	16	4	0.19999999999999996
Visvader_REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES_weka_svm_weights_r_svm_rbf	0.8	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.22428767234152006	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	58.05092695898166	0.30447661562231015	70.21920824452066	18	2	0.6000000000000001
Visvader_REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS_weka_svm_weights_r_svm_rbf	0.6	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4025774296461596	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	104.19651120253543	0.474410404311814	109.40979130910164	14	6	-0.06666666666666665
Visvader_REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR_weka_svm_weights_r_svm_rbf	0.6266666666666667	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.35381656554956986	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	91.57605225988867	0.4367351567848997	100.7210253546156	14	6	-0.06666666666666665
